Website,Connection Establishment Time_x,RTT_x,Initial Response_x,Latency_x,Page Load Time_x,Dependency Load Time_x,Page Size_x,Country,WASM RTT,WASM Durations,WASM Sizes,Website Type_x
akc.org,836.681127548218,278.92804145813,305,139.464020729065,20904,2770,600357,South_Korea,317,127902,51142428,Other
fast.com,1004.45032119751,286.980390548706,323,143.490195274353,12237,5986,25627,South_Korea,657,17839,13767599,Other
decathlon.com,564.210653305054,273.357391357422,285,136.678695678711,13322,6456,1196264,South_Korea,282,36205,19092107,Other
stackoverflow.com,852.461338043213,273.959159851074,479,136.979579925537,4604,4166,175990,South_Korea,290,18421,794944,Other
calculator.net,1381.94441795349,273.767232894897,466,136.883616447449,4116,2603,11466,South_Korea,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
www2.hm.com,560.198068618774,273.201704025269,326,136.600852012634,9970,6124,702492,South_Korea,568,5207,420567,Other
grubhub.com,587.834358215332,275.363683700562,277,137.681841850281,3629,1891,2701,South_Korea,272,1806,78105,Other
google.com,112.468719482422,39.2229557037354,155,19.6114778518677,5701,1319,197429,Spain,2167,10625,10744508,Other
facebook.com,89.0274047851563,41.6712760925293,196,20.8356380462646,2145,1855,130010,Spain,40,7278,30797740,Social Media Sites
amazon.com,422.649621963501,39.130687713623,316,19.5653438568115,1353,1155,202375,Spain,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
imdb.com,440.667629241943,60.6818199157715,1971,30.3409099578857,7772,3369,761691,Spain,50,2306,3938046,Entertainment Websites
apple.com,158.268451690674,67.0158863067627,73,33.5079431533813,2747,809,257214,Spain,55,360,86533,Other
pinterest.com,101.705312728882,52.046537399292,283,26.023268699646,1098,1092,259971,Spain,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Social Media Sites
yelp.com,140.273571014404,39.9720668792725,598,19.9860334396362,2478,2472,138966,Spain,0,234,305220,Other
wiktionary.org,118.253707885742,53.8291931152344,71,26.9145965576172,495,489,61262,Spain,46,240,49888,Other
dictionary.com,140.291213989258,39.89577293396,41,19.94788646698,2042,832,206730,Spain,123,2328,4445105,Educational Websites
cambridge.org,141.338348388672,40.205717086792,99,20.102858543396,1646,830,286060,Spain,41,475,332862,Educational Websites
britannica.com,379.728317260742,40.0514602661133,517,20.0257301330566,4797,1156,153557,Spain,770,8599,17044464,Educational Websites
weather.com,89.080810546875,43.0264472961426,61,21.5132236480713,2444,602,782701,Spain,147,3221,4091943,Other
walmart.com,157.451868057251,39.9947166442871,106,19.9973583221436,19706,300,183625,Spain,90,4911,11874678,E-commerce Platforms
espn.com,118.768930435181,45.2406406402588,418,22.6203203201294,2667,1966,1698184,Spain,54,699,1404574,Other
linkedin.com,206.518411636353,42.8447723388672,226,21.4223861694336,584,582,24571,Spain,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Social Media Sites
homedepot.com,90.8844470977783,40.6093597412109,49,20.3046798706055,322,322,226,Spain,39,254,74651,Other
espncricinfo.com,714.085340499878,39.2196178436279,46,19.609808921814,3007,1190,558907,Spain,42,1053,3932905,Other
xnxx.com,227.379083633423,60.9219074249268,139,30.4609537124634,2202,1070,216705,Spain,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
gsmarena.com,150.321006774902,39.987325668335,67,19.9936628341675,2007,929,67326,Spain,0,1092,2566235,Other
mayoclinic.org,493.784904479981,49.5092868804932,86,24.7546434402466,4807,1021,557855,Spain,45,4825,11613610,Health and Medical Websites
cricbuzz.com,402.976036071777,93.224048614502,49,46.612024307251,6190,385,144588,Spain,169,14211,22046778,Other
timeanddate.com,262.008666992187,39.4175052642822,94,19.7087526321411,3346,470,68151,Spain,101,3330,2403962,Other
webmd.com,465.779304504395,40.6303405761719,87,20.3151702880859,2896,2121,417940,Spain,119,834,408003,Health and Medical Websites
thesaurus.com,139.724254608154,39.9353504180908,42,19.9676752090454,12151,10631,205008,Spain,515,4263,1882056,Other
rottentomatoes.com,128.034830093384,39.0796661376953,48,19.5398330688477,2313,1047,393260,Spain,102,801,410902,Entertainment Websites
bbc.com,95.6041812896729,39.8364067077637,108,19.9182033538818,2062,1253,234955,Spain,118,842,186082,News Websites
bestbuy.com,86.2956047058106,41.0382747650147,213,20.5191373825073,826,681,6917,Spain,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
healthline.com,111.037015914917,38.5491847991943,717,19.2745923995972,4056,1193,310550,Spain,120,1074,574929,Health and Medical Websites
netflix.com,192.382574081421,63.5743141174316,356,31.7871570587158,5036,3431,505713,Spain,122,16666,55315776,Entertainment Websites
indeed.com,90.9237861633301,39.08371925354,1133,19.54185962677,3274,2575,195137,Spain,41,640,544029,Other
thefreedictionary.com,487.076997756958,41.3236618041992,221,20.6618309020996,4040,1375,1422853,Spain,341,8066,13247223,Educational Websites
xvideos.com,225.718259811401,39.2072200775146,149,19.6036100387573,1407,1011,137323,Spain,41,464,38195,Other
spotify.com,91.4947986602783,40.2185916900635,132,20.1092958450317,4438,1509,79843,Spain,78,5741,8525750,Entertainment Websites
livescore.com,91.5558338165283,39.9441719055176,42,19.9720859527588,1945,928,258015,Spain,0,1132,2398347,Other
ebay.com,372.522115707397,143.4485912323,375,71.7242956161499,2016,1093,400850,Spain,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
pornhub.com,121.665239334106,39.848804473877,246,19.9244022369385,2408,1034,672297,Spain,94,3522,8561098,Other
ytmp3.cc,588.2408618927,40.7841205596924,211,20.3920602798462,5242,3241,164963,Spain,0,343,1494726,Other
nih.gov,452.249765396118,68.9899921417236,178,34.4949960708618,6646,936,81118,Spain,40,3258,7812529,Health and Medical Websites
tiktok.com,89.6034240722656,39.9911403656006,670,19.9955701828003,2674,1947,627147,Spain,43,382,225018,Other
steampowered.com,89.2782211303711,46.1404323577881,46,23.070216178894,1665,1438,517348,Spain,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
investopedia.com,105.350494384766,41.6157245635986,6694,20.8078622817993,6855,6849,147,Spain,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Financial Websites
cdc.gov,555.379629135132,52.159309387207,47,26.0796546936035,973,775,236830,Spain,97,1172,1624259,Health and Medical Websites
blog.google,165.162086486816,40.1856899261475,238,20.0928449630737,6523,1019,310949,Spain,683,15744,20632935,Other
cnbc.com,362.374305725098,39.8356914520264,331,19.9178457260132,1399,762,2326465,Spain,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",News Websites
indiatimes.com,122.639179229736,43.8694953918457,46,21.9347476959229,7232,509,826287,Spain,221,26777,39172547,Other
roblox.com,120.465040206909,41.7535305023193,209,20.8767652511597,2076,1534,95600,Spain,45,341,187846,Gaming Websites
flashscore.com,94.7389602661133,39.6721363067627,67,19.8360681533813,1200,845,298162,Spain,0,395,292506,Other
adobe.com,588.063478469849,41.9867038726807,56,20.9933519363403,1638,900,317586,Spain,85,717,382408,Other
speedtest.net,153.644561767578,70.5626010894775,169,35.2813005447388,3039,656,153792,Spain,40,6145,12460567,Other
unsplash.com,129.387140274048,40.5416488647461,64,20.270824432373,2191,1992,385642,Spain,0,4439,6476566,Other
mcdonalds.com,259.938955307007,42.6042079925537,62,21.3021039962769,12198,11337,265406,Spain,56,948,3170830,Other
deepl.com,235.064268112183,46.212911605835,185,23.1064558029175,1948,1561,228119,Spain,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
bloomberg.com,295.857667922974,42.4675941467285,47,21.2337970733643,2265,716,14807,Spain,38,597,963852,Financial Websites
forbes.com,140.902757644653,39.090633392334,45,19.545316696167,1488,834,598305,Spain,79,479,61995,Financial Websites
booking.com,130.891561508179,39.6356582641602,389,19.8178291320801,1456,1345,588187,Spain,83,657,312299,Other
xhamster.com,88.5820388793945,39.8726463317871,397,19.9363231658936,2894,1726,302435,Spain,0,1479,4499591,Other
xe.com,111.715316772461,40.5569076538086,70,20.2784538269043,1569,1103,457959,Spain,78,1708,3390060,Other
coinmarketcap.com,85.8490467071533,39.2525196075439,57,19.626259803772,1463,1040,274511,Spain,41,3171,7853264,Financial Websites
spanishdict.com,247.490167617798,40.0345325469971,201,20.0172662734985,1861,451,269210,Spain,52,1773,4364374,Other
goodhousekeeping.com,102.748870849609,39.5913124084473,50,19.7956562042236,1118,634,420967,Spain,42,465,385010,Other
dominos.com,87.9585742950439,41.895866394043,252,20.9479331970215,2733,415,47710,Spain,63,1313,4625747,Other
twitch.tv,101.507186889648,62.0865821838379,0,31.0432910919189,2510,1204,214476,Spain,39,748,1527514,Entertainment Websites
poki.com,84.0151309967041,39.6549701690674,93,19.8274850845337,1336,414,277198,Spain,85,1385,722173,Gaming Websites
caranddriver.com,117.558479309082,50.3270626068115,67,25.1635313034058,1414,882,458554,Spain,47,385,79796,Other
github.com,138.240098953247,39.5431518554687,69,19.7715759277344,1072,996,234631,Spain,68,292,70279,Other
hotels.com,123.656272888184,69.0357685089111,496,34.5178842544556,3252,2586,912575,Spain,360,1781,269566,Other
globo.com,535.890579223633,39.503812789917,250,19.7519063949585,16884,3463,1043598,Spain,145,12322,20434480,Other
theguardian.com,89.4532203674316,43.6513423919678,45,21.8256711959839,1305,514,1223684,Spain,3278,24563,3604675,News Websites
wellsfargo.com,85.6654644012451,40.3537750244141,35,20.176887512207,3058,781,131966,Spain,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
expedia.com,87.3236656188965,39.6184921264648,663,19.8092460632324,10665,2697,1386063,Spain,45,6490,14325553,Other
realtor.com,624.433040618897,41.1660671234131,569,20.5830335617065,10901,1360,950843,Spain,40,79240,57719730,Other
crazygames.com,94.0713882446289,39.4473075866699,60,19.723653793335,4420,763,665740,Spain,288,8195,12432584,Gaming Websites
digitaltrends.com,86.7781639099121,39.4251346588135,40,19.7125673294067,4300,664,651202,Spain,154,3439,5003593,Other
nba.com,412.196397781372,40.3397083282471,66,20.1698541641235,4451,1944,346558,Spain,241,4305,8184850,Other
nintendo.com,609.589338302612,43.9460277557373,45,21.9730138778687,13513,11004,873302,Spain,45,2028,3439586,Gaming Websites
akc.org,162.407875061035,41.6924953460693,42,20.8462476730347,8256,527,600898,Spain,134,27696,33042403,Other
fast.com,130.765914916992,40.804386138916,41,20.402193069458,3436,1634,25702,Spain,80,3599,13767599,Other
stackoverflow.com,141.252756118774,39.0722751617432,453,19.5361375808716,1381,1117,175936,Spain,117,1199,1619967,Other
calculator.net,396.030187606812,39.2651557922363,136,19.6325778961182,1106,834,11466,Spain,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
www2.hm.com,85.0794315338135,40.7729148864746,77,20.3864574432373,1822,1249,647908,Spain,38,656,420488,Other
google.com,96.491813659668,36.6296768188477,117,18.3148384094238,2527,1050,196393,Sweden,165,4050,12237524,Other
facebook.com,81.1533927917481,40.8110618591309,187,20.4055309295654,3617,3333,129997,Sweden,39,17289,49750126,Social Media Sites
amazon.com,397.561073303223,42.6094532012939,325,21.304726600647,1274,903,202376,Sweden,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
imdb.com,414.568424224854,46.6761589050293,1389,23.3380794525146,4314,2392,759037,Sweden,38,751,1061705,Entertainment Websites
apple.com,124.310493469238,50.4815578460693,48,25.2407789230347,2192,648,257221,Sweden,122,645,143418,Other
merriam-webster.com,80.7044506072998,40.9703254699707,148,20.4851627349854,2711,590,266509,Sweden,110,5860,11550041,Educational Websites
pinterest.com,86.6050720214844,38.3760929107666,246,19.1880464553833,1020,1013,260600,Sweden,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Social Media Sites
yelp.com,97.7590084075928,36.3614559173584,1010,18.1807279586792,3129,3122,130357,Sweden,0,413,305220,Other
dictionary.com,124.601364135742,38.8450622558594,46,19.4225311279297,1843,616,206729,Sweden,84,2417,3990256,Educational Websites
yahoo.com,425.625085830689,36.1735820770264,110,18.0867910385132,1656,1577,44663,Sweden,42,405,197580,Other
cambridge.org,150.202512741089,36.6489887237549,153,18.3244943618774,1401,815,166434,Sweden,0,592,586586,Educational Websites
britannica.com,395.420789718628,36.6361141204834,249,18.3180570602417,5650,812,153408,Sweden,110,3970,9154945,Educational Websites
weather.com,82.2219848632813,36.0360145568848,70,18.0180072784424,1490,826,736512,Sweden,36,1014,2172908,Other
walmart.com,86.3230228424072,37.3368263244629,742,18.6684131622314,16068,938,183815,Sweden,136,8558,13094053,E-commerce Platforms
espn.com,87.5380039215088,40.0412082672119,518,20.020604133606,3398,2489,2029826,Sweden,0,465,1342251,Other
linkedin.com,127.947807312012,37.0397567749023,156,18.5198783874512,423,422,24571,Sweden,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Social Media Sites
homedepot.com,86.5373611450195,38.2454395294189,49,19.1227197647095,319,319,226,Sweden,36,238,74651,Other
xnxx.com,210.81805229187,41.5513515472412,140,20.7756757736206,1699,1106,203683,Sweden,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
gsmarena.com,138.267755508423,38.0935668945312,60,19.0467834472656,2813,1037,75113,Sweden,0,440,1510139,Other
mayoclinic.org,526.05128288269,41.3329601287842,231,20.6664800643921,6345,1180,557860,Sweden,88,8446,11325511,Health and Medical Websites
timeanddate.com,274.951934814453,37.4462604522705,81,18.7231302261353,1481,538,68029,Sweden,0,1127,2398347,Other
webmd.com,396.857023239136,37.1608734130859,72,18.580436706543,1469,944,291383,Sweden,89,696,408003,Health and Medical Websites
whatsapp.com,92.0183658599854,37.3156070709229,404,18.6578035354614,2270,1662,279969,Sweden,277,9033,17218186,Other
bestbuy.com,175.916910171509,38.0048751831055,204,19.0024375915527,757,606,6917,Sweden,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
healthline.com,83.4548473358154,42.4189567565918,225,21.2094783782959,6840,920,358830,Sweden,199,11230,12382577,Health and Medical Websites
netflix.com,306.919574737549,39.3383502960205,434,19.6691751480103,3286,2642,359419,Sweden,79,6185,27812045,Entertainment Websites
indeed.com,83.4081172943115,40.3859615325928,178,20.1929807662964,2329,1454,236983,Sweden,38,1740,3533481,Other
thefreedictionary.com,628.428220748901,42.1140193939209,174,21.0570096969604,3659,1061,1423360,Sweden,12,3920,9115568,Educational Websites
xvideos.com,185.63175201416,37.813663482666,126,18.906831741333,1541,998,133358,Sweden,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
livescore.com,106.887102127075,45.250415802002,75,22.625207901001,1683,656,221692,Sweden,0,1588,2398347,Other
ebay.com,431.195497512817,50.736665725708,314,25.368332862854,2039,1021,383202,Sweden,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
pornhub.com,129.555702209473,39.8497581481934,192,19.9248790740967,3197,1220,663735,Sweden,0,4420,7024173,Other
ytmp3.cc,678.864002227783,63.9822483062744,240,31.9911241531372,3294,1667,164799,Sweden,0,2575,7766136,Other
nih.gov,448.931217193604,67.1124458312988,203,33.5562229156494,3748,1734,81118,Sweden,152,13086,10874435,Health and Medical Websites
tiktok.com,82.6666355133057,36.8380546569824,717,18.4190273284912,2657,1876,672364,Sweden,74,1116,1499782,Other
steampowered.com,83.9104652404785,38.4209156036377,44,19.2104578018188,2356,1093,525144,Sweden,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
investopedia.com,115.204811096191,38.1283760070801,6888,19.06418800354,7050,7043,147,Sweden,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Financial Websites
cdc.gov,571.568965911865,36.8649959564209,43,18.4324979782105,960,577,230427,Sweden,84,516,114120,Health and Medical Websites
nordstrom.com,100.16942024231,36.3156795501709,191,18.1578397750855,472,471,210329,Sweden,37,483,424104,E-commerce Platforms
blog.google,92.6494598388672,95.4844951629639,250,47.7422475814819,3079,781,310876,Sweden,593,22788,26927146,Other
cnbc.com,365.336418151855,41.3050651550293,188,20.6525325775146,1201,573,2326468,Sweden,0,90,47939,News Websites
roblox.com,272.404432296753,55.5431842803955,218,27.7715921401978,1921,1363,95598,Sweden,84,359,187846,Gaming Websites
flashscore.com,82.7734470367432,37.6327037811279,62,18.816351890564,1416,850,298162,Sweden,0,689,292506,Other
adobe.com,98.53196144104,36.5581512451172,54,18.2790756225586,1695,975,317328,Sweden,36,538,494682,Other
speedtest.net,126.173973083496,42.4087047576904,222,21.2043523788452,7117,709,199974,Sweden,39,6606,10668601,Other
ssyoutube.com,120.171546936035,67.0990943908691,86,33.5495471954346,1642,765,30024,Sweden,90,2012,4641151,Other
unsplash.com,120.287179946899,36.7040634155273,50,18.3520317077637,2228,967,388596,Sweden,40,855,3022046,Other
vocabulary.com,88.0177021026611,42.0067310333252,464,21.0033655166626,2218,1583,45239,Sweden,0,3920,10463082,Other
deepl.com,141.720533370972,37.8434658050537,98,18.9217329025269,1351,1035,227889,Sweden,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
bloomberg.com,296.76342010498,40.1012897491455,76,20.0506448745728,11103,10595,14423,Sweden,40,485,963852,Financial Websites
forbes.com,150.341749191284,37.1150970458984,42,18.5575485229492,1361,769,598302,Sweden,76,384,61995,Financial Websites
booking.com,81.5708637237549,39.682149887085,361,19.8410749435425,1458,1277,590677,Sweden,0,320,305220,Other
xhamster.com,86.3273143768311,39.4484996795654,352,19.7242498397827,3967,2613,327940,Sweden,0,2139,4499591,Other
xe.com,82.1158885955811,36.3945960998535,53,18.1972980499268,1526,993,468949,Sweden,81,2144,4884786,Other
spanishdict.com,279.590368270874,36.4887714385986,515,18.2443857192993,2182,722,269385,Sweden,88,5272,4507572,Other
goodhousekeeping.com,91.2101268768311,37.7540588378906,52,18.8770294189453,1246,623,421512,Sweden,41,989,1589929,Other
dominos.com,82.4995040893555,36.2393856048584,85,18.1196928024292,4964,2202,222418,Sweden,154,8330,18934484,Other
pexels.com,126.300811767578,37.2071266174316,60,18.6035633087158,1348,1051,138724,Sweden,135,2012,2480071,Other
caranddriver.com,91.4812088012695,36.41676902771,51,18.208384513855,11087,10768,458490,Sweden,829,5274,3290015,Other
github.com,118.906497955322,37.0883941650391,89,18.5441970825195,969,885,234629,Sweden,36,248,70279,Other
hotels.com,82.8287601470947,57.6362609863281,402,28.8181304931641,4015,3085,958892,Sweden,0,405,83091,Other
globo.com,553.929328918457,39.0005111694336,265,19.5002555847168,16937,4651,1043818,Sweden,74,7567,15511269,Other
wellsfargo.com,111.807584762573,37.3787879943848,34,18.6893939971924,,979,132047,Sweden,0,696,2369161,Other
expedia.com,114.168882369995,43.7812805175781,469,21.8906402587891,9362,2080,1470726,Sweden,133,15310,16334059,Other
realtor.com,609.875679016113,42.8249835968018,593,21.4124917984009,12800,1345,953149,Sweden,0,164046,68052529,Other
crazygames.com,82.0825099945068,36.6394519805908,57,18.3197259902954,12512,10840,665740,Sweden,1006,13538,10878668,Gaming Websites
digitaltrends.com,91.9458866119385,37.1205806732178,40,18.5602903366089,6231,1792,651434,Sweden,41,13060,17496108,Other
nba.com,413.720846176147,39.7295951843262,886,19.8647975921631,3666,1756,575708,Sweden,164,4018,5280586,Other
nintendo.com,503.514766693115,38.4736061096191,56,19.2368030548096,3214,1103,771259,Sweden,41,879,417540,Gaming Websites
akc.org,139.514684677124,36.5407466888428,50,18.2703733444214,8171,474,600468,Sweden,134,27349,39920998,Other
fast.com,120.265960693359,36.8225574493408,40,18.4112787246704,3255,1379,25627,Sweden,77,3445,13767599,Other
stackoverflow.com,122.684001922607,36.9224548339844,155,18.4612274169922,1030,713,175935,Sweden,833,3882,2124247,Other
calculator.net,460.643291473389,66.5130615234375,139,33.2565307617187,1053,787,11466,Sweden,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
www2.hm.com,98.5138416290283,40.729284286499,55,20.3646421432495,1871,1135,867261,Sweden,36,234,57626,Other
grubhub.com,92.2818183898926,35.9270572662354,42,17.9635286331177,816,315,2701,Sweden,37,249,78105,Other
google.com,66.7793750762939,21.2874412536621,163,10.6437206268311,2287,948,195813,Switzerland,95,2891,10744508,Other
amazon.com,426.295757293701,26.2246131896973,172,13.1123065948486,1105,728,391061,Switzerland,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
imdb.com,511.606931686401,53.8761615753174,1283,26.9380807876587,3876,2126,715649,Switzerland,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Entertainment Websites
apple.com,88.8767242431641,26.9684791564941,35,13.4842395782471,973,463,243526,Switzerland,25,117,86533,Other
merriam-webster.com,58.934211730957,26.7713069915771,40,13.3856534957886,3762,630,265785,Switzerland,0,11280,13209094,Educational Websites
pinterest.com,78.5017013549805,25.4395008087158,245,12.7197504043579,1057,1051,262582,Switzerland,0,696,186621,Social Media Sites
yelp.com,114.135026931763,23.7100124359131,466,11.8550062179565,1835,1830,134900,Switzerland,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
dictionary.com,100.035429000855,35.6929302215576,34,17.8464651107788,2640,489,214278,Switzerland,25,23716,25369978,Educational Websites
yahoo.com,421.905994415283,24.6210098266602,199,12.3105049133301,1172,1094,970709,Switzerland,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
cambridge.org,74.1968154907227,21.4636325836182,117,10.7318162918091,1293,905,286057,Switzerland,0,146,293293,Educational Websites
britannica.com,419.877529144287,22.716760635376,227,11.358380317688,18334,832,162536,Switzerland,89,5249,13487659,Educational Websites
weather.com,48.9945411682129,25.2606868743896,54,12.6303434371948,913,504,721244,Switzerland,55,494,1404795,Other
walmart.com,67.6097869873047,22.514820098877,68,11.2574100494385,8734,253,183918,Switzerland,52,4331,12751716,E-commerce Platforms
espn.com,53.7550449371338,56.0526847839356,409,28.0263423919678,3210,2458,1923876,Switzerland,0,1344,2684502,Other
linkedin.com,92.357873916626,48.3942031860352,281,24.1971015930176,779,533,133392,Switzerland,0,1010,6265668,Social Media Sites
craigslist.org,370.658397674561,24.1165161132812,124,12.0582580566406,1979,1049,54096,Switzerland,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
xnxx.com,127.026796340942,26.5498161315918,115,13.2749080657959,1084,836,196547,Switzerland,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
gsmarena.com,75.5538940429688,21.0835933685303,30,10.5417966842651,1177,710,64228,Switzerland,0,474,1510139,Other
mayoclinic.org,452.134370803833,22.6728916168213,51,11.3364458084106,6841,946,557854,Switzerland,29,3316,11032844,Health and Medical Websites
webmd.com,392.277956008911,22.9134559631348,266,11.4567279815674,1561,981,292904,Switzerland,0,233,558287,Health and Medical Websites
thesaurus.com,107.932090759277,30.8678150177002,33,15.4339075088501,2025,500,207716,Switzerland,21,11671,17880868,Other
whatsapp.com,69.6492195129395,22.2523212432861,379,11.1261606216431,1682,1182,279951,Switzerland,183,4262,14087264,Other
rottentomatoes.com,98.18434715271,26.0329246520996,41,13.0164623260498,1336,666,389835,Switzerland,52,733,1447933,Entertainment Websites
bbc.com,71.3410377502441,29.4432640075684,32,14.7216320037842,1608,1040,221241,Switzerland,28,635,1868470,News Websites
healthline.com,49.9339103698731,29.5476913452148,637,14.7738456726074,3130,1036,310537,Switzerland,82,491,959756,Health and Medical Websites
netflix.com,182.404756546021,60.1959228515625,324,30.0979614257812,3621,2446,478746,Switzerland,48,9546,50423555,Entertainment Websites
indeed.com,70.7576274871826,27.9347896575928,182,13.9673948287964,1930,1117,189954,Switzerland,21,198,271088,Other
thefreedictionary.com,548.054218292236,21.8563079833984,166,10.9281539916992,7491,1015,1423434,Switzerland,90,5040,10679426,Educational Websites
xvideos.com,124.178409576416,26.3304710388184,118,13.1652355194092,1426,956,142232,Switzerland,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
spotify.com,51.569938659668,21.8179225921631,68,10.9089612960815,4410,1355,79843,Switzerland,25,1819,7613489,Entertainment Websites
livescore.com,61.0265731811523,22.2406387329102,43,11.1203193664551,1484,548,252830,Switzerland,0,1082,2398347,Other
ebay.com,370.646715164185,21.9106674194336,323,10.9553337097168,1734,913,390784,Switzerland,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
pornhub.com,78.7844657897949,21.8369960784912,109,10.9184980392456,1627,966,665257,Switzerland,0,1510,6153067,Other
ytmp3.cc,554.525852203369,22.1352577209473,189,11.0676288604736,2596,1312,165059,Switzerland,22,1549,3146741,Other
nih.gov,367.751121520996,27.9943943023682,162,13.9971971511841,2008,737,81118,Switzerland,0,2776,4746962,Health and Medical Websites
tiktok.com,53.734302520752,22.6194858551025,1684,11.3097429275513,3019,2670,756791,Switzerland,23,411,1274764,Other
steampowered.com,79.258918762207,76.6246318817139,20,38.3123159408569,1239,1108,532559,Switzerland,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
investopedia.com,77.5332450866699,29.4554233551025,6465,14.7277116775513,6600,6592,147,Switzerland,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Financial Websites
cdc.gov,496.16265296936,29.9685001373291,28,14.9842500686646,701,437,236314,Switzerland,25,107,52858,Health and Medical Websites
nordstrom.com,80.3649425506592,26.1843204498291,206,13.0921602249146,449,449,209072,Switzerland,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
blog.google,69.4496631622314,21.5773582458496,199,10.7886791229248,3344,734,310950,Switzerland,686,19421,23485402,Other
cnbc.com,335.694789886475,21.6410160064697,147,10.8205080032349,858,388,2326385,Switzerland,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",News Websites
indiatimes.com,52.6187419891357,24.7397422790527,28,12.3698711395264,4424,339,817518,Switzerland,169,30109,41639664,Other
flashscore.com,51.1422157287598,21.9097137451172,38,10.9548568725586,10486,10379,299359,Switzerland,0,480,595628,Other
speedtest.net,108.197689056396,37.2231006622314,126,18.6115503311157,,572,165011,Switzerland,271,26824,28770155,Other
ssyoutube.com,51.6726970672607,22.2446918487549,78,11.1223459243774,1389,464,30156,Switzerland,69,2118,4641151,Other
unsplash.com,99.7653007507324,26.3726711273193,34,13.1863355636597,966,792,575166,Switzerland,23,3745,7532662,Other
vocabulary.com,53.9178848266602,26.6201496124268,416,13.3100748062134,1813,1330,44582,Switzerland,0,1442,6304004,Other
mcdonalds.com,263.426303863525,22.7375030517578,40,11.3687515258789,4993,2421,339336,Switzerland,67,9972,10783322,Other
