,Unnamed: 0.1,Unnamed: 0_x,Website,Connection Establishment Time_x,RTT_x,Initial Response_x,Latency_x,Page Load Time_x,Dependency Load Time_x,Page Size_x,IP_x,City_x,Country,WASM RTT,WASM Durations,WASM Sizes,Website Type_x,Unnamed: 0_y,Connection Establishment Time_y,RTT_y,Initial Response_y,Latency_y,Page Load Time_y,Dependency Load Time_y,Page Size_y,IP_y,City_y,Without WASM RTT,Without WASM Durations,Without WASM Sizes,Website Type_y,Unnamed: 0,Connection Establishment Time,RTT,Initial Response,Latency,Page Load Time,Dependency Load Time,Page Size,IP,City,Website Type
4113,4158,4422,xnxx.com,181.265115737915,32.0141315460205,118.0,16.0070657730103,1781.0,1380.0,203484.0,195.158.249.203,Ljubljana,Slovenia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other,4422,160.88604927063,32.2973728179932,120.0,16.1486864089966,1768.0,1118.0,203482.0,195.158.249.200,Ljubljana,"No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found",Other,4422,178.754329681396,30.5993556976318,114.0,15.2996778488159,2187.0,1505.0,203462.0,195.158.249.201,Ljubljana,Other
4114,4159,4423,gsmarena.com,132.504224777222,31.7225456237793,48.0,15.8612728118896,1863.0,1066.0,66222.0,195.158.249.203,Ljubljana,Slovenia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other,4423,121.472120285034,32.2351455688477,51.0,16.1175727844238,2632.0,1229.0,68566.0,195.158.249.200,Ljubljana,0,661,2566235,Other,4423,143.615484237671,30.9033393859863,70.0,15.4516696929932,3249.0,1477.0,65675.0,195.158.249.201,Ljubljana,Other
4115,4160,4424,mayoclinic.org,510.916709899902,33.9717864990234,144.0,16.9858932495117,4473.0,862.0,557851.0,195.158.249.203,Ljubljana,Slovenia,0,2693,11276719,Health and Medical Websites,4424,470.352411270142,34.9252223968506,92.0,17.4626111984253,7362.0,1143.0,557846.0,195.158.249.200,Ljubljana,0,3452,13844475,Health and Medical Websites,4424,472.939014434814,33.9627265930176,239.0,16.9813632965088,3582.0,1051.0,557847.0,195.158.249.201,Ljubljana,Health and Medical Websites
4116,4161,4425,cricbuzz.com,374.763965606689,29.8140048980713,272.0,14.9070024490356,1649.0,444.0,135950.0,195.158.249.203,Ljubljana,Slovenia,30,1160,4496171,Other,4425,380.847930908203,33.221960067749,51.0,16.6109800338745,17844.0,308.0,141981.0,195.158.249.200,Ljubljana,328,21484,42071875,Other,4425,390.515804290771,30.6918621063232,361.0,15.3459310531616,30844.0,569.0,127116.0,195.158.249.201,Ljubljana,Other
4117,4162,4426,timeanddate.com,280.387163162231,30.2524566650391,74.0,15.1262283325195,970.0,394.0,65650.0,195.158.249.203,Ljubljana,Slovenia,0,825,2398347,Other,4426,284.087896347046,34.6863269805908,68.0,17.3431634902954,1872.0,534.0,67996.0,195.158.249.200,Ljubljana,0,1107,2398347,Other,4426,281.15439414978,36.0791683197021,75.0,18.0395841598511,1028.0,476.0,66140.0,195.158.249.201,Ljubljana,Other
4118,4163,4427,webmd.com,438.15541267395,32.6132774353027,177.0,16.3066387176514,3551.0,962.0,292905.0,195.158.249.203,Ljubljana,Slovenia,0,1214,305220,Health and Medical Websites,4427,405.993938446045,32.3224067687988,323.0,16.1612033843994,2087.0,1116.0,416923.0,195.158.249.200,Ljubljana,0,185,305220,Health and Medical Websites,4427,401.235580444336,31.7966938018799,96.0,15.8983469009399,1485.0,901.0,290859.0,195.158.249.201,Ljubljana,Health and Medical Websites
4119,4164,4428,thesaurus.com,148.025512695313,33.1459045410156,45.0,16.5729522705078,1671.0,611.0,204104.0,195.158.249.203,Ljubljana,Slovenia,30,1323,3381312,Other,4428,165.503740310669,40.9417152404785,49.0,20.4708576202393,2767.0,852.0,204895.0,195.158.249.200,Ljubljana,32,1894,5205521,Other,4428,131.246566772461,30.25221824646,58.0,15.12610912323,1525.0,641.0,204747.0,195.158.249.201,Ljubljana,Other
4120,4165,4429,whatsapp.com,90.6035900115967,30.2987098693848,551.0,15.1493549346924,1634.0,1390.0,279965.0,195.158.249.203,Ljubljana,Slovenia,58,1428,6261796,Other,4429,103.301286697388,37.3027324676514,428.0,18.6513662338257,3969.0,1855.0,280236.0,195.158.249.200,Ljubljana,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,4429,99.1346836090088,33.109188079834,457.0,16.554594039917,1866.0,1242.0,280167.0,195.158.249.201,Ljubljana,Other
4121,4166,4430,rottentomatoes.com,267.662763595581,29.4425487518311,75.0,14.7212743759155,1904.0,1101.0,393260.0,195.158.249.203,Ljubljana,Slovenia,68,668,410902,Entertainment Websites,4430,120.175123214722,53.7679195404053,58.0,26.8839597702026,5943.0,1416.0,392706.0,195.158.249.200,Ljubljana,0,1759,1365272,Entertainment Websites,4430,107.235670089722,32.1853160858154,56.0,16.0926580429077,2317.0,971.0,419062.0,195.158.249.201,Ljubljana,Entertainment Websites
4122,4167,4431,bbc.com,81.0337066650391,32.0265293121338,41.0,16.0132646560669,1981.0,1309.0,224503.0,195.158.249.203,Ljubljana,Slovenia,28,171,44355,News Websites,4431,113.822460174561,33.4012508392334,49.0,16.7006254196167,2412.0,1542.0,217213.0,195.158.249.200,Ljubljana,32,182,44355,News Websites,4431,106.578588485718,33.0498218536377,49.0,16.5249109268188,2345.0,1715.0,226485.0,195.158.249.201,Ljubljana,News Websites
4124,4169,4433,healthline.com,133.809089660645,29.0520191192627,206.0,14.5260095596313,1588.0,661.0,187760.0,195.158.249.203,Ljubljana,Slovenia,35,348,282300,Health and Medical Websites,4433,108.048439025879,31.7347049713135,217.0,15.8673524856567,1651.0,722.0,189910.0,195.158.249.200,Ljubljana,63,532,381574,Health and Medical Websites,4433,102.874279022217,30.5356979370117,240.0,15.2678489685059,1668.0,644.0,187727.0,195.158.249.201,Ljubljana,Health and Medical Websites
4125,4170,4434,netflix.com,417.779922485352,32.0050716400146,1883.0,16.0025358200073,5556.0,4395.0,482270.0,195.158.249.203,Ljubljana,Slovenia,31,2527,4890280,Entertainment Websites,4434,426.01203918457,31.8059921264648,449.0,15.9029960632324,7659.0,4971.0,488115.0,195.158.249.200,Ljubljana,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Entertainment Websites,4434,419.893026351929,30.6646823883057,470.0,15.3323411941528,3755.0,2776.0,482226.0,195.158.249.201,Ljubljana,Entertainment Websites
4126,4171,4435,indeed.com,95.6175327301025,29.4857025146484,192.0,14.7428512573242,7037.0,1152.0,219024.0,195.158.249.203,Ljubljana,Slovenia,189,3327,9371997,Other,4435,114.11714553833,32.4404239654541,219.0,16.2202119827271,4920.0,1284.0,218869.0,195.158.249.200,Ljubljana,129,4323,13741027,Other,4435,104.288101196289,32.3643684387207,196.0,16.1821842193604,1652.0,950.0,227542.0,195.158.249.201,Ljubljana,Other
4127,4172,4436,thefreedictionary.com,409.890174865723,29.773473739624,181.0,14.886736869812,8042.0,1024.0,192262.0,195.158.249.203,Ljubljana,Slovenia,0,5555,14076119,Educational Websites,4436,405.026197433472,33.0631732940674,168.0,16.5315866470337,6966.0,1079.0,191894.0,195.158.249.200,Ljubljana,32,11913,37394502,Educational Websites,4436,451.60174369812,30.6215286254883,189.0,15.3107643127441,3091.0,1149.0,191753.0,195.158.249.201,Ljubljana,Educational Websites
4128,4173,4437,xvideos.com,165.626049041748,29.8957824707031,120.0,14.9478912353516,1804.0,994.0,134365.0,195.158.249.203,Ljubljana,Slovenia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other,4437,205.667972564697,33.0467224121094,127.0,16.5233612060547,1944.0,1147.0,135800.0,195.158.249.200,Ljubljana,"No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found",Other,4437,185.787677764893,42.0441627502441,123.0,21.0220813751221,1488.0,863.0,135386.0,195.158.249.201,Ljubljana,Other
4129,4174,4438,spotify.com,94.8653221130371,30.2627086639404,76.0,15.1313543319702,3217.0,1997.0,79843.0,195.158.249.203,Ljubljana,Slovenia,31,2651,7635585,Entertainment Websites,4438,100.17466545105,38.0909442901611,93.0,19.0454721450806,5045.0,1961.0,90190.0,195.158.249.200,Ljubljana,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Entertainment Websites,4438,96.1332321166992,30.470609664917,80.0,15.2353048324585,1807.0,1077.0,75134.0,195.158.249.201,Ljubljana,Entertainment Websites
4130,4175,4439,livescore.com,111.12904548645,29.550313949585,66.0,14.7751569747925,2740.0,831.0,250883.0,195.158.249.203,Ljubljana,Slovenia,42,484,1056096,Other,4439,96.9612598419189,33.5538387298584,50.0,16.7769193649292,2510.0,733.0,257815.0,195.158.249.200,Ljubljana,0,974,2398347,Other,4439,96.2333679199219,31.3570499420166,44.0,15.6785249710083,1629.0,914.0,243762.0,195.158.249.201,Ljubljana,Other
4131,4176,4440,ebay.com,386.100053787231,29.3242931365967,278.0,14.6621465682983,2123.0,944.0,314168.0,195.158.249.203,Ljubljana,Slovenia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms,4440,433.859586715698,35.5477333068848,296.0,17.7738666534424,2023.0,1124.0,318785.0,195.158.249.200,Ljubljana,0,115,341434,E-commerce Platforms,4440,417.015790939331,30.0211906433105,424.0,15.0105953216553,2042.0,1184.0,313804.0,195.158.249.201,Ljubljana,E-commerce Platforms
4132,4177,4441,pornhub.com,97.2723960876465,29.8969745635986,207.0,14.9484872817993,1854.0,1020.0,671500.0,195.158.249.203,Ljubljana,Slovenia,31,3071,7199272,Other,4441,107.732057571411,32.2287082672119,257.0,16.114354133606,2762.0,1245.0,674581.0,195.158.249.200,Ljubljana,0,1959,4384590,Other,4441,112.216711044312,30.8403968811035,274.0,15.4201984405518,2211.0,1212.0,677808.0,195.158.249.201,Ljubljana,Other
4134,4179,4444,nih.gov,407.565116882324,29.7884941101074,168.0,14.8942470550537,1943.0,867.0,81118.0,195.158.249.203,Ljubljana,Slovenia,60,4486,9319007,Health and Medical Websites,4444,417.080402374268,32.3233604431152,179.0,16.1616802215576,2946.0,954.0,81118.0,195.158.249.200,Ljubljana,96,3770,12251778,Health and Medical Websites,4444,454.355955123901,30.4052829742432,203.0,15.2026414871216,1453.0,758.0,81118.0,195.158.249.201,Ljubljana,Health and Medical Websites
4135,4180,4445,tiktok.com,101.634740829468,34.4624519348145,2003.0,17.2312259674072,3410.0,2817.0,618233.0,195.158.249.203,Ljubljana,Slovenia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other,4445,113.894462585449,32.7045917510986,1107.0,16.3522958755493,2995.0,2489.0,691744.0,195.158.249.200,Ljubljana,32,1055,900555,Other,4445,97.2168445587158,30.3287506103516,2348.0,15.1643753051758,4309.0,3607.0,391942.0,195.158.249.201,Ljubljana,Other
4136,4181,4446,steampowered.com,94.325065612793,29.6370983123779,40.0,14.818549156189,2106.0,976.0,510460.0,195.158.249.203,Ljubljana,Slovenia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other,4446,126.551151275635,33.0052375793457,49.0,16.5026187896729,2200.0,1029.0,516125.0,195.158.249.200,Ljubljana,"No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found",Other,4446,98.7606048583984,32.271146774292,42.0,16.135573387146,2780.0,1119.0,521502.0,195.158.249.201,Ljubljana,Other
4137,4182,4447,investopedia.com,83.9898586273193,31.8589210510254,7135.0,15.9294605255127,7288.0,7281.0,147.0,195.158.249.203,Ljubljana,Slovenia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Financial Websites,4447,104.920148849487,33.6422920227051,6491.0,16.8211460113525,6675.0,6661.0,147.0,195.158.249.200,Ljubljana,"No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found",Financial Websites,4447,114.587545394897,33.8358879089355,6781.0,16.9179439544678,6942.0,6935.0,147.0,195.158.249.201,Ljubljana,Financial Websites
4138,4183,4448,cdc.gov,555.166006088257,34.8019599914551,64.0,17.4009799957275,916.0,598.0,236314.0,195.158.249.203,Ljubljana,Slovenia,30,175,52858,Health and Medical Websites,4448,575.46877861023,33.4534645080566,48.0,16.7267322540283,1101.0,657.0,236617.0,195.158.249.200,Ljubljana,69,384,114120,Health and Medical Websites,4448,583.938598632813,33.1568717956543,84.0,16.5784358978271,1054.0,613.0,236262.0,195.158.249.201,Ljubljana,Health and Medical Websites
4139,4184,4449,nordstrom.com,106.005191802979,29.4737815856934,222.0,14.7368907928467,547.0,547.0,210894.0,195.158.249.203,Ljubljana,Slovenia,0,125,212941,E-commerce Platforms,4449,107.171058654785,31.574010848999,188.0,15.7870054244995,565.0,565.0,212240.0,195.158.249.200,Ljubljana,32,399,424104,E-commerce Platforms,4449,141.234397888184,39.2518043518066,640.0,19.6259021759033,3968.0,1074.0,418935.0,195.158.249.201,Ljubljana,E-commerce Platforms
4140,4185,4450,blog.google,105.192184448242,35.4814529418945,208.0,17.7407264709473,3347.0,1038.0,310950.0,195.158.249.203,Ljubljana,Slovenia,736,21150,21726124,Other,4450,110.315322875977,35.3584289550781,218.0,17.6792144775391,4916.0,1000.0,310950.0,195.158.249.200,Ljubljana,428,27587,18067017,Other,4450,108.608722686768,32.1412086486816,208.0,16.0706043243408,1905.0,871.0,306437.0,195.158.249.201,Ljubljana,Other
4141,4186,4451,cnbc.com,398.618221282959,40.5700206756592,207.0,20.2850103378296,980.0,545.0,2328038.0,195.158.249.203,Ljubljana,Slovenia,0,122,47939,News Websites,4451,368.292093276978,39.0052795410156,154.0,19.5026397705078,1458.0,570.0,2302231.0,195.158.249.200,Ljubljana,0,201,47939,News Websites,4451,390.464544296265,50.0113964080811,152.0,25.0056982040405,1507.0,1038.0,2310250.0,195.158.249.201,Ljubljana,News Websites
4142,4187,4452,indiatimes.com,107.332468032837,31.4216613769531,47.0,15.7108306884766,6668.0,401.0,826456.0,195.158.249.203,Ljubljana,Slovenia,244,19586,38941807,Other,4452,109.105348587036,42.8533554077148,52.0,21.4266777038574,11961.0,543.0,1119059.0,195.158.249.200,Ljubljana,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,4452,173.785209655762,171.761274337769,242.0,85.8806371688843,2834.0,836.0,823655.0,195.158.249.201,Ljubljana,Other
4143,4188,4453,roblox.com,377.333641052246,36.8931293487549,510.0,18.4465646743774,1779.0,1538.0,94221.0,195.158.249.203,Ljubljana,Slovenia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Gaming Websites,4453,277.675867080688,42.6607131958008,192.0,21.3303565979004,2441.0,1666.0,95598.0,195.158.249.200,Ljubljana,33,336,187846,Gaming Websites,4453,271.708488464355,34.9006652832031,321.0,17.4503326416016,3449.0,2797.0,95598.0,195.158.249.201,Ljubljana,Gaming Websites
4144,4189,4454,flashscore.com,97.1190929412842,31.3663482666016,58.0,15.6831741333008,968.0,736.0,298162.0,195.158.249.203,Ljubljana,Slovenia,0,399,768113,Other,4454,126.916408538818,49.2298603057861,58.0,24.6149301528931,1229.0,874.0,298139.0,195.158.249.200,Ljubljana,0,621,1060619,Other,4454,99.2887020111084,31.8245887756348,56.0,15.9122943878174,976.0,782.0,305657.0,195.158.249.201,Ljubljana,Other
4145,4190,4455,thepiratebay.org,97.2766876220703,31.6412448883057,895.0,15.8206224441528,2028.0,1684.0,4896.0,195.158.249.203,Ljubljana,Slovenia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other,4455,,,,,,,,195.158.249.200,Ljubljana,,,,Other,4455,96.651554107666,36.0286235809326,726.0,18.0143117904663,1877.0,1603.0,4890.0,195.158.249.201,Ljubljana,Other
4146,4191,4456,adobe.com,119.192600250244,32.5229167938232,65.0,16.2614583969116,1671.0,989.0,318077.0,195.158.249.203,Ljubljana,Slovenia,30,706,494682,Other,4456,162.676095962524,32.6592922210693,92.0,16.3296461105347,1734.0,891.0,317588.0,195.158.249.200,Ljubljana,32,262,189462,Other,4456,704.660177230835,35.1755619049072,83.0,17.5877809524536,1495.0,860.0,317844.0,195.158.249.201,Ljubljana,Other
4147,4192,4457,speedtest.net,152.899742126465,31.2676429748535,137.0,15.6338214874268,2404.0,629.0,153869.0,195.158.249.203,Ljubljana,Slovenia,0,6006,11877779,Other,4457,170.835733413696,32.0830345153809,139.0,16.0415172576904,5796.0,625.0,200093.0,195.158.249.200,Ljubljana,32,4422,13512573,Other,4457,177.209854125977,32.9005718231201,168.0,16.4502859115601,2197.0,704.0,153974.0,195.158.249.201,Ljubljana,Other
4149,4194,4459,unsplash.com,136.749744415283,29.4532775878906,39.0,14.7266387939453,3063.0,2873.0,384032.0,195.158.249.203,Ljubljana,Slovenia,30,2095,2852467,Other,4459,172.533750534058,32.8366756439209,41.0,16.4183378219605,2107.0,911.0,388163.0,195.158.249.200,Ljubljana,64,1069,4076374,Other,4459,122.676372528076,30.3857326507568,47.0,15.1928663253784,1917.0,813.0,393791.0,195.158.249.201,Ljubljana,Other
4150,4195,4460,lowes.com,,,,,,,,195.158.249.203,Ljubljana,Slovenia,,,,Other,4460,,,,,,,,195.158.249.200,Ljubljana,,,,Other,4460,,,,,,,,195.158.249.201,Ljubljana,Other
4152,4197,4462,mcdonalds.com,270.752668380737,29.1545391082764,79.0,14.5772695541382,3271.0,2238.0,265424.0,195.158.249.203,Ljubljana,Slovenia,0,1900,3438097,Other,4462,296.940326690674,33.0832004547119,61.0,16.541600227356,3502.0,2690.0,268666.0,195.158.249.200,Ljubljana,32,856,3476050,Other,4462,268.866062164307,30.6687355041504,71.0,15.3343677520752,1826.0,905.0,268669.0,195.158.249.201,Ljubljana,Other
4153,4198,4463,deepl.com,205.757141113281,36.3941192626953,138.0,18.1970596313477,2394.0,1702.0,228136.0,195.158.249.203,Ljubljana,Slovenia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other,4463,204.522371292114,32.8376293182373,140.0,16.4188146591187,1597.0,1143.0,228200.0,195.158.249.200,Ljubljana,"No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found",Other,4463,182.713985443115,32.7463150024414,132.0,16.3731575012207,1536.0,1130.0,230995.0,195.158.249.201,Ljubljana,Other
4154,4199,4465,bloomberg.com,279.324054718018,33.7224006652832,51.0,16.8612003326416,1280.0,670.0,14423.0,195.158.249.203,Ljubljana,Slovenia,30,562,963852,Financial Websites,4465,260.545015335083,33.2632064819336,51.0,16.6316032409668,1306.0,776.0,14423.0,195.158.249.200,Ljubljana,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Financial Websites,4465,278.634786605835,39.5276546478271,52.0,19.7638273239136,814.0,195.0,14423.0,195.158.249.201,Ljubljana,Financial Websites
4155,4200,4466,forbes.com,117.002248764038,34.7578525543213,46.0,17.3789262771606,2473.0,946.0,595673.0,195.158.249.203,Ljubljana,Slovenia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Financial Websites,4466,179.274320602417,32.4387550354004,48.0,16.2193775177002,1305.0,697.0,595974.0,195.158.249.200,Ljubljana,"No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found",Financial Websites,4466,174.562215805054,78.763484954834,59.0,39.381742477417,1402.0,777.0,594902.0,195.158.249.201,Ljubljana,Financial Websites
4156,4201,4467,booking.com,119.521617889404,39.9854183197021,275.0,19.9927091598511,1611.0,1475.0,592024.0,195.158.249.203,Ljubljana,Slovenia,0,324,305220,Other,4467,111.558675765991,31.9907665252686,264.0,15.9953832626343,1354.0,1158.0,568739.0,195.158.249.200,Ljubljana,0,175,305220,Other,4467,101.009607315063,55.394172668457,305.0,27.6970863342285,1491.0,1354.0,564322.0,195.158.249.201,Ljubljana,Other
4157,4202,4468,xhamster.com,94.9091911315918,31.2864780426025,431.0,15.6432390213013,3296.0,1956.0,325141.0,195.158.249.203,Ljubljana,Slovenia,0,2145,4499591,Other,4468,91.5279388427734,33.1876277923584,362.0,16.5938138961792,4272.0,1964.0,327449.0,195.158.249.200,Ljubljana,0,2129,7334328,Other,4468,96.9805717468262,30.1203727722168,514.0,15.0601863861084,3023.0,2034.0,319701.0,195.158.249.201,Ljubljana,Other
4158,4203,4469,xe.com,91.3033485412598,29.909610748291,71.0,14.9548053741455,1919.0,1450.0,457421.0,195.158.249.203,Ljubljana,Slovenia,37,544,292506,Other,4469,155.717372894287,32.1719646453857,67.0,16.0859823226929,2544.0,1117.0,469789.0,195.158.249.200,Ljubljana,66,3113,9368964,Other,4469,89.6155834197998,30.4086208343506,61.0,15.2043104171753,1142.0,833.0,458968.0,195.158.249.201,Ljubljana,Other
4159,4204,4471,coinmarketcap.com,88.944673538208,30.4076671600342,54.0,15.2038335800171,1440.0,954.0,274913.0,195.158.249.203,Ljubljana,Slovenia,32,585,357869,Financial Websites,4471,105.555057525635,31.9688320159912,68.0,15.9844160079956,1652.0,1098.0,274394.0,195.158.249.200,Ljubljana,32,322,357869,Financial Websites,4471,106.57787322998,31.1892032623291,54.0,15.5946016311646,1258.0,922.0,272810.0,195.158.249.201,Ljubljana,Financial Websites
4160,4205,4472,spanishdict.com,276.108503341675,29.9265384674072,162.0,14.9632692337036,10545.0,386.0,325948.0,195.158.249.203,Ljubljana,Slovenia,105,5416,8882566,Other,4472,275.941133499145,32.2766304016113,171.0,16.1383152008057,2920.0,400.0,269092.0,195.158.249.200,Ljubljana,72,4776,5708549,Other,4472,267.120599746704,30.7185649871826,165.0,15.3592824935913,2470.0,357.0,249934.0,195.158.249.201,Ljubljana,Other
4161,4206,4473,goodhousekeeping.com,84.5246315002441,29.8185348510742,42.0,14.9092674255371,1084.0,557.0,420967.0,195.158.249.203,Ljubljana,Slovenia,31,228,79790,Other,4473,104.135990142822,32.8173637390137,56.0,16.4086818695068,1140.0,672.0,421400.0,195.158.249.200,Ljubljana,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,4473,95.5376625061035,33.2529544830322,60.0,16.6264772415161,1082.0,464.0,422429.0,195.158.249.201,Ljubljana,Other
4162,4207,4474,dominos.com,91.5262699127197,29.9839973449707,866.0,14.9919986724854,6586.0,4046.0,140450.0,195.158.249.203,Ljubljana,Slovenia,98,10421,12428891,Other,4474,101.007699966431,33.3924293518066,1072.0,16.6962146759033,6912.0,5800.0,128095.0,195.158.249.200,Ljubljana,98,10490,16620563,Other,4474,97.2931385040283,30.3041934967041,1058.0,15.1520967483521,3693.0,2223.0,131350.0,195.158.249.201,Ljubljana,Other
4163,4208,4475,twitch.tv,79.6003341674805,33.2939624786377,0.0,16.6469812393188,2459.0,868.0,211401.0,195.158.249.203,Ljubljana,Slovenia,64,1499,1527514,Entertainment Websites,4475,157.315969467163,36.6425514221191,0.0,18.3212757110596,2396.0,1017.0,209642.0,195.158.249.200,Ljubljana,46,516,1527514,Entertainment Websites,4475,100.812911987305,30.3943157196045,0.0,15.1971578598022,2311.0,910.0,213652.0,195.158.249.201,Ljubljana,Entertainment Websites
4164,4209,4476,pexels.com,98.5746383666992,29.740571975708,75.0,14.870285987854,1521.0,1317.0,138627.0,195.158.249.203,Ljubljana,Slovenia,97,1662,2159832,Other,4476,109.337568283081,33.8900089263916,63.0,16.9450044631958,2280.0,845.0,138925.0,195.158.249.200,Ljubljana,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,4476,96.6417789459229,59.5564842224121,73.0,29.7782421112061,1647.0,669.0,255883.0,195.158.249.201,Ljubljana,Other
4165,4210,4477,poki.com,113.323211669922,62.3836517333984,310.0,31.1918258666992,1965.0,662.0,277425.0,195.158.249.203,Ljubljana,Slovenia,759,4466,883993,Gaming Websites,4477,100.386619567871,32.0239067077637,97.0,16.0119533538818,1934.0,415.0,278828.0,195.158.249.200,Ljubljana,663,4792,2169117,Gaming Websites,4477,92.7257537841797,30.4982662200928,225.0,15.2491331100464,1398.0,471.0,276800.0,195.158.249.201,Ljubljana,Gaming Websites
4166,4211,4478,caranddriver.com,90.4293060302734,30.2610397338867,50.0,15.1305198669434,1006.0,594.0,458594.0,195.158.249.203,Ljubljana,Slovenia,31,201,79796,Other,4478,124.612092971802,33.1683158874512,49.0,16.5841579437256,1103.0,680.0,459016.0,195.158.249.200,Ljubljana,35,1743,1471076,Other,4478,97.8739261627197,30.5309295654297,43.0,15.2654647827148,856.0,504.0,456186.0,195.158.249.201,Ljubljana,Other
4167,4212,4479,github.com,107.771396636963,31.815767288208,57.0,15.907883644104,896.0,796.0,234631.0,195.158.249.203,Ljubljana,Slovenia,31,195,70279,Other,4479,126.837968826294,33.2138538360596,51.0,16.6069269180298,1052.0,975.0,234641.0,195.158.249.200,Ljubljana,37,202,70279,Other,4479,95.5815315246582,38.7494564056396,49.0,19.3747282028198,1004.0,789.0,234937.0,195.158.249.201,Ljubljana,Other
4169,4214,4481,globo.com,586.568593978882,30.6828022003174,236.0,15.3414011001587,12857.0,3480.0,1043532.0,195.158.249.203,Ljubljana,Slovenia,81,9719,19432247,Other,4481,596.379041671753,52.3908138275147,237.0,26.1954069137573,15633.0,4477.0,1036543.0,195.158.249.200,Ljubljana,118,10615,21489090,Other,4481,507.343292236328,37.3599529266357,324.0,18.6799764633179,10170.0,3299.0,1041075.0,195.158.249.201,Ljubljana,Other
4170,4215,4482,theguardian.com,88.7241363525391,32.4642658233643,433.0,16.2321329116821,21546.0,10507.0,1241686.0,195.158.249.203,Ljubljana,Slovenia,2894,16520,3765122,News Websites,4482,124.946355819702,32.6628684997559,109.0,16.3314342498779,10906.0,543.0,1232297.0,195.158.249.200,Ljubljana,455,21873,3650173,News Websites,4482,94.9041843414307,35.8583927154541,61.0,17.9291963577271,1617.0,409.0,1223808.0,195.158.249.201,Ljubljana,News Websites
4171,4216,4484,wellsfargo.com,92.1487808227539,30.0462245941162,39.0,15.0231122970581,1490.0,883.0,132019.0,195.158.249.203,Ljubljana,Slovenia,0,731,2369161,Other,4484,140.621423721313,45.7010269165039,40.0,22.850513458252,2230.0,877.0,132005.0,195.158.249.200,Ljubljana,"No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found",Other,4484,96.1160659790039,30.4787158966064,44.0,15.2393579483032,2618.0,1170.0,132161.0,195.158.249.201,Ljubljana,Other
4173,4218,4486,realtor.com,613.092422485352,30.3771495819092,699.0,15.1885747909546,14942.0,1360.0,954879.0,195.158.249.203,Ljubljana,Slovenia,84,226388,74162365,Other,4486,617.599487304688,35.7515811920166,594.0,17.8757905960083,14927.0,1388.0,953522.0,195.158.249.200,Ljubljana,32,66324,65694347,Other,4486,784.089088439941,35.2768898010254,577.0,17.6384449005127,19433.0,1436.0,971637.0,195.158.249.201,Ljubljana,Other
