Website,Connection Establishment Time,RTT,Initial Response,Latency,Page Load Time,Dependency Load Time,Page Size,IP,City,Country,WASM RTT,WASM Durations,WASM Sizes,Website Type
dominos.com,542.818784713745,266.124248504639,479,133.062124252319,11123,1853,47710,45.94.210.107,Osaka,Japan,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
twitch.tv,560.235977172852,269.826173782349,0,134.913086891174,11650,4369,225810,45.94.210.107,Osaka,Japan,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Entertainment Websites
pexels.com,557.146787643433,266.607522964478,517,133.303761482239,8748,3265,255971,45.94.210.107,Osaka,Japan,477,10205,718530,Other
poki.com,562.173843383789,301.494359970093,331,150.747179985046,5605,1997,275534,45.94.210.107,Osaka,Japan,270,28623,1766974,Gaming Websites
caranddriver.com,558.620691299439,268.109560012817,277,134.054780006409,4875,2910,455957,45.94.210.107,Osaka,Japan,531,4094,165119,Other
github.com,560.666799545288,265.737771987915,329,132.868885993958,6268,4669,230794,45.94.210.107,Osaka,Japan,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
hotels.com,660.103797912598,266.378879547119,799,133.18943977356,24485,6682,915219,45.94.210.107,Osaka,Japan,533,53087,33752747,Other
globo.com,1098.33836555481,266.26992225647,556,133.134961128235,21235,6954,1043644,45.94.210.107,Osaka,Japan,532,62088,30515265,Other
theguardian.com,557.690858840942,266.176700592041,270,133.088350296021,13919,2293,1221721,45.94.210.107,Osaka,Japan,23482,144464,3971267,News Websites
usnews.com,,,,,,,,45.94.210.107,Osaka,Japan,,,,News Websites
wellsfargo.com,544.48938369751,268.374443054199,258,134.1872215271,5361,3657,132019,45.94.210.107,Osaka,Japan,268,1972,113119,Other
expedia.com,561.57660484314,384.253978729248,847,192.126989364624,17861,4915,1469710,45.94.210.107,Osaka,Japan,531,42014,30152697,Other
realtor.com,1161.94343566895,273.290395736694,529,136.645197868347,26832,2745,952355,45.94.210.107,Osaka,Japan,556,417434,48510786,Other
crazygames.com,606.998205184937,266.61491394043,290,133.307456970215,12094,3262,596861,45.94.210.107,Osaka,Japan,270,67624,24787819,Gaming Websites
digitaltrends.com,548.596143722534,265.444278717041,274,132.722139358521,49023,3805,650480,45.94.210.107,Osaka,Japan,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
nba.com,762.027502059937,282.553672790527,293,141.276836395264,51009,4738,486400,45.94.210.107,Osaka,Japan,2935,419046,33823242,Other
nintendo.com,1203.4158706665,265.855312347412,280,132.927656173706,11892,3124,872579,45.94.210.107,Osaka,Japan,804,10971,3455652,Gaming Websites
akc.org,849.817991256714,266.746759414673,283,133.373379707336,16502,2360,600132,45.94.210.107,Osaka,Japan,267,151079,57878593,Other
fast.com,834.053039550781,267.31276512146,301,133.65638256073,8276,4447,25627,45.94.210.107,Osaka,Japan,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
decathlon.com,546.769618988037,265.96188545227,276,132.980942726135,11912,5365,1198004,45.94.210.107,Osaka,Japan,535,36834,22168692,Other
adidas.com,,,,,,,,45.94.210.107,Osaka,Japan,,,,Other
stackoverflow.com,3066.54334068298,625.703573226929,453,312.851786613464,5052,4636,175989,45.94.210.107,Osaka,Japan,675,56949,2624917,Other
calculator.net,1380.76972961426,265.722036361694,449,132.861018180847,4802,2406,11466,45.94.210.107,Osaka,Japan,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
usps.com,,,,,,,,45.94.210.107,Osaka,Japan,,,,Other
www2.hm.com,545.338869094849,265.632152557373,300,132.816076278687,10008,5235,836893,45.94.210.107,Osaka,Japan,269,8531,429798,Other
grubhub.com,549.474239349365,265.884876251221,273,132.94243812561,3654,1897,2701,45.94.210.107,Osaka,Japan,265,1806,78105,Other
google.com,202.316284179687,44.6193218231201,309,22.3096609115601,3134,967,196200,196.240.54.53,Riga,Latvia,131,3758,9249782,Other
facebook.com,118.000268936157,42.6194667816162,181,21.3097333908081,2080,1739,132616,196.240.54.53,Riga,Latvia,40,1759,8686623,Social Media Sites
amazon.com,478.677749633789,43.0698394775391,217,21.5349197387695,2198,1517,781395,196.240.54.53,Riga,Latvia,40,751,158204,E-commerce Platforms
imdb.com,449.342966079712,42.4389839172363,1479,21.2194919586182,4775,2806,689815,196.240.54.53,Riga,Latvia,59,293,3667,Entertainment Websites
apple.com,130.6471824646,52.2792339324951,79,26.1396169662476,2806,1192,255296,196.240.54.53,Riga,Latvia,45,371,86533,Other
merriam-webster.com,148.562669754028,43.6203479766846,70,21.8101739883423,10559,602,266477,196.240.54.53,Riga,Latvia,41,7110,4714584,Educational Websites
pinterest.com,1169.71588134766,43.4136390686035,316,21.7068195343018,1504,1498,259716,196.240.54.53,Riga,Latvia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Social Media Sites
yelp.com,146.040439605713,62.2999668121338,877,31.1499834060669,3784,3779,111579,196.240.54.53,Riga,Latvia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
tripadvisor.com,,,,,,,,196.240.54.53,Riga,Latvia,,,,Other
wiktionary.org,208.729267120361,55.0031661987305,142,27.5015830993652,720,717,61262,196.240.54.53,Riga,Latvia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
dictionary.com,167.215824127197,41.3944721221924,51,20.6972360610962,2375,851,205915,196.240.54.53,Riga,Latvia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Educational Websites
yahoo.com,4411.60488128662,57.9538345336914,118,28.9769172668457,2265,2169,44961,196.240.54.53,Riga,Latvia,70,648,197580,Other
cambridge.org,137.491703033447,41.9392585754395,258,20.9696292877197,2483,1520,286056,196.240.54.53,Riga,Latvia,0,1316,586586,Educational Websites
britannica.com,461.367130279541,41.9707298278809,269,20.9853649139404,5092,987,153560,196.240.54.53,Riga,Latvia,174,7629,7644621,Educational Websites
weather.com,134.399175643921,43.0028438568115,1135,21.5014219284058,3673,1684,750573,196.240.54.53,Riga,Latvia,43,1437,2884177,Other
microsoft.com,445.526123046875,41.3572788238525,0,20.6786394119263,39,25,3448,196.240.54.53,Riga,Latvia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
walmart.com,152.308225631714,42.2656536102295,107,21.1328268051147,7081,307,183921,196.240.54.53,Riga,Latvia,98,4735,9619615,E-commerce Platforms
espn.com,117.552042007446,41.5403842926025,515,20.7701921463013,10409,2434,586789,196.240.54.53,Riga,Latvia,0,7640,19907338,Other
linkedin.com,180.751085281372,44.2545413970947,162,22.1272706985474,463,462,24571,196.240.54.53,Riga,Latvia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Social Media Sites
homedepot.com,161.951065063477,42.6325798034668,75,21.3162899017334,412,411,226,196.240.54.53,Riga,Latvia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
espncricinfo.com,675.938844680786,41.8577194213867,74,20.9288597106934,2045,1313,533760,196.240.54.53,Riga,Latvia,42,825,1374309,Other
craigslist.org,468.432188034058,49.039363861084,156,24.519681930542,7425,1357,52186,196.240.54.53,Riga,Latvia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
xnxx.com,258.212804794312,41.4981842041016,156,20.7490921020508,2617,1994,209152,196.240.54.53,Riga,Latvia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
gsmarena.com,218.571662902832,43.276309967041,98,21.6381549835205,2262,1140,67238,196.240.54.53,Riga,Latvia,0,1252,2566235,Other
mayoclinic.org,523.403882980347,42.4306392669678,102,21.2153196334839,5684,1412,557846,196.240.54.53,Riga,Latvia,0,4625,10838590,Health and Medical Websites
cricbuzz.com,511.468410491943,48.0823516845703,152,24.0411758422852,2508,369,135418,196.240.54.53,Riga,Latvia,122,5179,8848875,Other
timeanddate.com,303.525447845459,40.9705638885498,101,20.4852819442749,11295,540,67879,196.240.54.53,Riga,Latvia,341,1601,1377138,Other
webmd.com,488.337755203247,54.2614459991455,243,27.1307229995728,2022,1183,285378,196.240.54.53,Riga,Latvia,59,862,357522,Health and Medical Websites
thesaurus.com,170.404195785522,45.9296703338623,52,22.9648351669312,2961,860,203651,196.240.54.53,Riga,Latvia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
whatsapp.com,118.211030960083,45.3143119812012,906,22.6571559906006,2506,2280,279509,196.240.54.53,Riga,Latvia,161,11584,21914479,Other
rottentomatoes.com,123.453378677368,42.8276062011719,78,21.4138031005859,2515,1381,394234,196.240.54.53,Riga,Latvia,127,1668,348424,Entertainment Websites
bbc.com,114.184856414795,43.2860851287842,52,21.6430425643921,2590,1742,216246,196.240.54.53,Riga,Latvia,42,801,132399,News Websites
bestbuy.com,120.165824890137,40.8248901367188,77,20.4124450683594,339,339,221,196.240.54.53,Riga,Latvia,72,271,24976,E-commerce Platforms
healthline.com,114.795207977295,50.2290725708008,255,25.1145362854004,1945,1367,187638,196.240.54.53,Riga,Latvia,166,1578,663874,Health and Medical Websites
netflix.com,458.445549011231,51.5360832214356,571,25.7680416107178,5294,3833,482266,196.240.54.53,Riga,Latvia,90,2073,4897162,Entertainment Websites
indeed.com,119.879484176636,57.0471286773682,276,28.5235643386841,3326,1564,219592,196.240.54.53,Riga,Latvia,173,3755,8423067,Other
thefreedictionary.com,449.85842704773,42.2570705413818,144,21.1285352706909,6702,734,192458,196.240.54.53,Riga,Latvia,281,7786,17107332,Educational Websites
xvideos.com,257.569313049316,41.4142608642578,171,20.7071304321289,2714,2066,132151,196.240.54.53,Riga,Latvia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
spotify.com,155.453205108643,42.4730777740479,128,21.2365388870239,6328,1506,234645,196.240.54.53,Riga,Latvia,140,10429,9726260,Entertainment Websites
livescore.com,165.298223495483,41.3987636566162,88,20.6993818283081,1878,824,250848,196.240.54.53,Riga,Latvia,80,1156,2398347,Other
ebay.com,450.341463088989,81.5072059631348,374,40.7536029815674,3078,1251,313540,196.240.54.53,Riga,Latvia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
pornhub.com,180.250406265259,54.682731628418,238,27.341365814209,4280,2711,668970,196.240.54.53,Riga,Latvia,130,5059,7226041,Other
ytmp3.cc,673.61307144165,42.6955223083496,228,21.3477611541748,2765,1622,165109,196.240.54.53,Riga,Latvia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
samsung.com,,,,,,,,196.240.54.53,Riga,Latvia,,,,Other
nih.gov,448.375701904297,44.5027351379395,518,22.2513675689697,3186,1800,81225,196.240.54.53,Riga,Latvia,208,3696,4617083,Health and Medical Websites
tiktok.com,121.69623374939,41.8734550476074,685,20.9367275238037,2351,1781,697384,196.240.54.53,Riga,Latvia,343,3818,1800861,Other
steampowered.com,177.186489105225,44.1915988922119,59,22.095799446106,1430,1119,504554,196.240.54.53,Riga,Latvia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
investopedia.com,109.985113143921,42.0756340026856,7088,21.0378170013428,7265,7256,147,196.240.54.53,Riga,Latvia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Financial Websites
cdc.gov,645.180702209473,40.8334732055664,75,20.4167366027832,993,762,236314,196.240.54.53,Riga,Latvia,42,458,114120,Health and Medical Websites
nordstrom.com,121.32453918457,41.2585735321045,189,20.6292867660522,662,662,212635,196.240.54.53,Riga,Latvia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms
blog.google,168.330907821655,44.1248416900635,252,22.0624208450317,4198,1022,310881,196.240.54.53,Riga,Latvia,621,15988,22267769,Other
cnbc.com,384.11545753479,59.1404438018799,265,29.5702219009399,1279,688,2312738,196.240.54.53,Riga,Latvia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",News Websites
indiatimes.com,182.244300842285,42.5901412963867,84,21.2950706481934,7281,544,818239,196.240.54.53,Riga,Latvia,266,21293,43266062,Other
roblox.com,311.888217926025,42.7844524383545,223,21.3922262191772,2504,1769,98332,196.240.54.53,Riga,Latvia,45,517,187846,Gaming Websites
flashscore.com,143.038749694824,41.4445400238037,79,20.7222700119019,1772,939,442387,196.240.54.53,Riga,Latvia,135,3974,1855695,Other
thepiratebay.org,93.4832096099854,41.9714450836182,960,20.9857225418091,7144,6603,4973,196.240.54.53,Riga,Latvia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
adobe.com,118.438959121704,43.1075096130371,72,21.5537548065186,11911,11225,318217,196.240.54.53,Riga,Latvia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
speedtest.net,176.944732666016,47.1298694610596,197,23.5649347305298,6842,749,198651,196.240.54.53,Riga,Latvia,0,2582,4669517,Other
ssyoutube.com,91.6886329650879,42.1183109283447,138,21.0591554641724,3212,910,30024,196.240.54.53,Riga,Latvia,185,5237,4641151,Other
unsplash.com,171.334505081177,48.2158660888672,65,24.1079330444336,2466,1065,381872,196.240.54.53,Riga,Latvia,51,579,1510139,Other
lowes.com,,,,,,,,196.240.54.53,Riga,Latvia,,,,Other
vocabulary.com,93.93310546875,45.5257892608643,469,22.7628946304321,2444,1756,45283,196.240.54.53,Riga,Latvia,0,446,1494726,Other
mcdonalds.com,308.887481689453,43.2300567626953,115,21.6150283813477,2390,1391,265423,196.240.54.53,Riga,Latvia,0,929,3438097,Other
deepl.com,146.256446838379,42.9039001464844,143,21.4519500732422,1832,1456,228123,196.240.54.53,Riga,Latvia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
playstation.com,,,,,,,,196.240.54.53,Riga,Latvia,,,,Other
bloomberg.com,323.56333732605,52.638053894043,57,26.3190269470215,13522,636,13675,196.240.54.53,Riga,Latvia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Financial Websites
forbes.com,158.25891494751,41.7876243591309,338,20.8938121795654,1911,1216,595927,196.240.54.53,Riga,Latvia,40,496,63706,Financial Websites
booking.com,166.779041290283,41.5725708007813,309,20.7862854003906,1636,1316,590593,196.240.54.53,Riga,Latvia,41,520,308781,Other
xhamster.com,92.0701026916504,41.7125225067139,411,20.8562612533569,4871,1958,328263,196.240.54.53,Riga,Latvia,169,6806,7332904,Other
xe.com,108.245372772217,42.8285598754883,72,21.4142799377441,1816,1298,434106,196.240.54.53,Riga,Latvia,105,949,400608,Other
friv.com,,,,,,,,196.240.54.53,Riga,Latvia,,,,Other
coinmarketcap.com,114.172220230103,49.1199493408203,70,24.5599746704102,17736,10835,422617,196.240.54.53,Riga,Latvia,85,5170,4704882,Financial Websites
spanishdict.com,299.34549331665,55.6924343109131,314,27.8462171554565,2492,562,218275,196.240.54.53,Riga,Latvia,42,3201,2859919,Other
goodhousekeeping.com,109.411001205444,41.3262844085693,53,20.6631422042847,1219,637,421090,196.240.54.53,Riga,Latvia,88,945,1589929,Other
dominos.com,155.0133228302,47.393798828125,309,23.6968994140625,3048,555,47710,196.240.54.53,Riga,Latvia,44,1498,4774371,Other
twitch.tv,142.682552337646,41.9561862945557,0,20.9780931472778,2469,1094,214129,196.240.54.53,Riga,Latvia,52,775,1527514,Entertainment Websites
pexels.com,92.3991203308106,41.8531894683838,80,20.9265947341919,1412,1044,140830,196.240.54.53,Riga,Latvia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
poki.com,88.4885787963867,41.8679714202881,101,20.933985710144,17192,481,279293,196.240.54.53,Riga,Latvia,6615,48489,12458943,Gaming Websites
caranddriver.com,107.048988342285,42.5622463226318,49,21.2811231613159,1217,694,457783,196.240.54.53,Riga,Latvia,106,1020,1589935,Other
github.com,149.241209030151,45.3305244445801,81,22.66526222229,1227,1052,234645,196.240.54.53,Riga,Latvia,41,296,70279,Other
hotels.com,134.482622146606,47.4741458892822,633,23.7370729446411,12936,12045,904629,196.240.54.53,Riga,Latvia,326,1597,158797,Other
globo.com,537.071466445923,50.4162311553955,290,25.2081155776978,16165,3924,1039810,196.240.54.53,Riga,Latvia,42,7007,19704175,Other
theguardian.com,105.656862258911,41.7096614837647,51,20.8548307418823,10890,558,1250066,196.240.54.53,Riga,Latvia,462,16432,3885370,News Websites
usnews.com,,,,,,,,196.240.54.53,Riga,Latvia,,,,News Websites
wellsfargo.com,169.211149215698,52.1113872528076,75,26.0556936264038,2133,1183,131933,196.240.54.53,Riga,Latvia,0,569,2369161,Other
expedia.com,116.222620010376,41.5966510772705,681,20.7983255386353,9922,2848,1383344,196.240.54.53,Riga,Latvia,43,9112,18538233,Other
realtor.com,624.990701675415,43.3475971221924,631,21.6737985610962,19194,1546,952580,196.240.54.53,Riga,Latvia,323,511506,80448854,Other
crazygames.com,92.0698642730713,41.5232181549072,63,20.7616090774536,10725,786,667558,196.240.54.53,Riga,Latvia,2570,17159,13136053,Gaming Websites
digitaltrends.com,116.563558578491,42.2990322113037,54,21.1495161056519,6535,3879,659076,196.240.54.53,Riga,Latvia,43,10186,10419440,Other
nba.com,408.447504043579,42.5882339477539,798,21.294116973877,4269,1992,488511,196.240.54.53,Riga,Latvia,47,448,192898,Other
nintendo.com,564.14008140564,42.3035621643066,50,21.1517810821533,2623,1434,768578,196.240.54.53,Riga,Latvia,44,554,326883,Gaming Websites
akc.org,158.613920211792,41.9926643371582,58,20.9963321685791,10737,538,599935,196.240.54.53,Riga,Latvia,43,37829,48119824,Other
fast.com,246.071100234985,42.7534580230713,77,21.3767290115356,3364,1695,25627,196.240.54.53,Riga,Latvia,88,3981,13767599,Other
decathlon.com,127.358198165894,45.9234714508057,85,22.9617357254028,6274,1442,1197068,196.240.54.53,Riga,Latvia,42,21170,25290568,Other
adidas.com,,,,,,,,196.240.54.53,Riga,Latvia,,,,Other
stackoverflow.com,156.735897064209,41.3191318511963,168,20.6595659255981,1109,900,175990,196.240.54.53,Riga,Latvia,616,3799,2016187,Other
calculator.net,437.138795852661,50.4069328308106,147,25.2034664154053,2856,2509,11466,196.240.54.53,Riga,Latvia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
usps.com,,,,,,,,196.240.54.53,Riga,Latvia,,,,Other
www2.hm.com,150.209903717041,43.5459613800049,131,21.7729806900024,2482,1266,1516569,196.240.54.53,Riga,Latvia,42,593,362846,Other
grubhub.com,110.854625701904,42.4489974975586,50,21.2244987487793,991,360,2701,196.240.54.53,Riga,Latvia,40,298,78105,Other
google.com,136.026382446289,39.4470691680908,164,19.7235345840454,2386,892,194691,45.82.33.65,Vilnius,Lithuania,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
facebook.com,111.698627471924,37.2292995452881,314,18.614649772644,1947,1570,132626,45.82.33.65,Vilnius,Lithuania,36,4781,27639009,Social Media Sites
amazon.com,507.285833358765,50.2007007598877,239,25.1003503799438,1994,1229,853380,45.82.33.65,Vilnius,Lithuania,37,333,158204,E-commerce Platforms
imdb.com,489.167451858521,36.5111827850342,1272,18.2555913925171,4125,2305,695637,45.82.33.65,Vilnius,Lithuania,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Entertainment Websites
apple.com,111.871242523193,311.215877532959,75,155.60793876648,2529,745,255296,45.82.33.65,Vilnius,Lithuania,193,1259,200249,Other
merriam-webster.com,100.122451782227,39.313793182373,63,19.6568965911865,2655,565,266181,45.82.33.65,Vilnius,Lithuania,115,11139,11017170,Educational Websites
pinterest.com,113.182306289673,35.6137752532959,295,17.806887626648,1048,1043,261156,45.82.33.65,Vilnius,Lithuania,65,681,62207,Social Media Sites
yelp.com,135.297298431396,36.0760688781738,999,18.0380344390869,3392,3271,112026,45.82.33.65,Vilnius,Lithuania,0,266,305220,Other
tripadvisor.com,,,,,,,,45.82.33.65,Vilnius,Lithuania,,,,Other
wiktionary.org,132.575273513794,36.0939502716064,95,18.0469751358032,499,498,61262,45.82.33.65,Vilnius,Lithuania,38,244,49888,Other
dictionary.com,180.236101150513,36.4022254943848,55,18.2011127471924,2306,805,206345,45.82.33.65,Vilnius,Lithuania,77,3920,5209657,Educational Websites
yahoo.com,387.001037597656,36.2229347229004,149,18.1114673614502,1851,1744,44854,45.82.33.65,Vilnius,Lithuania,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
cambridge.org,125.083208084106,36.0805988311768,178,18.0402994155884,1582,891,286057,45.82.33.65,Vilnius,Lithuania,0,209,293293,Educational Websites
britannica.com,499.677658081055,35.3624820709229,687,17.6812410354614,5620,1255,153421,45.82.33.65,Vilnius,Lithuania,73,8738,14941037,Educational Websites
weather.com,107.6500415802,43.3781147003174,106,21.6890573501587,1589,756,779250,45.82.33.65,Vilnius,Lithuania,108,1712,2176718,Other
microsoft.com,314.515352249145,37.4267101287842,0,18.7133550643921,33,28,3448,45.82.33.65,Vilnius,Lithuania,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
walmart.com,89.1396999359131,36.7231369018555,243,18.3615684509277,2490,472,183489,45.82.33.65,Vilnius,Lithuania,0,384,1342248,E-commerce Platforms
espn.com,97.5852012634277,37.2333526611328,416,18.6166763305664,6611,2838,1278270,45.82.33.65,Vilnius,Lithuania,0,2588,12088474,Other
linkedin.com,146.069049835205,43.3251857757568,257,21.6625928878784,1092,589,145328,45.82.33.65,Vilnius,Lithuania,0,540,3132834,Social Media Sites
homedepot.com,153.278112411499,36.3814830780029,60,18.1907415390015,324,320,227,45.82.33.65,Vilnius,Lithuania,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
espncricinfo.com,862.839937210083,39.7918224334717,64,19.8959112167358,2604,1446,538716,45.82.33.65,Vilnius,Lithuania,35,1129,1374309,Other
craigslist.org,511.828660964966,72.6263523101807,170,36.3131761550903,3592,1469,51071,45.82.33.65,Vilnius,Lithuania,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
xnxx.com,204.052925109863,39.231538772583,132,19.6157693862915,1662,1074,208043,45.82.33.65,Vilnius,Lithuania,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
gsmarena.com,135.340213775635,36.1461639404297,62,18.0730819702148,1379,874,64256,45.82.33.65,Vilnius,Lithuania,0,454,1510139,Other
mayoclinic.org,545.748949050903,37.2679233551025,205,18.6339616775513,7203,1017,557843,45.82.33.65,Vilnius,Lithuania,137,5273,12000442,Health and Medical Websites
cricbuzz.com,396.363496780396,36.5042686462402,61,18.2521343231201,2178,317,137470,45.82.33.65,Vilnius,Lithuania,128,5294,13912405,Other
timeanddate.com,335.310697555542,36.80419921875,120,18.402099609375,1885,623,67957,45.82.33.65,Vilnius,Lithuania,51,2276,2405690,Other
webmd.com,446.552753448486,37.9993915557861,211,18.9996957778931,2018,1112,292661,45.82.33.65,Vilnius,Lithuania,74,758,370562,Health and Medical Websites
thesaurus.com,176.496982574463,35.9954833984375,52,17.9977416992188,1904,744,203224,45.82.33.65,Vilnius,Lithuania,308,4147,5381873,Other
whatsapp.com,190.729141235352,47.4648475646973,637,23.7324237823486,1867,1588,279515,45.82.33.65,Vilnius,Lithuania,115,1464,7827227,Other
rottentomatoes.com,124.97615814209,36.7579460144043,77,18.3789730072021,3588,2054,394234,45.82.33.65,Vilnius,Lithuania,73,3510,1753153,Entertainment Websites
bbc.com,117.696046829224,37.3513698577881,59,18.675684928894,2037,1206,230178,45.82.33.65,Vilnius,Lithuania,116,730,140023,News Websites
bestbuy.com,114.599943161011,37.7473831176758,57,18.8736915588379,274,273,221,45.82.33.65,Vilnius,Lithuania,50,210,24976,E-commerce Platforms
healthline.com,98.3412265777588,36.3988876342773,663,18.1994438171387,2995,1222,187657,45.82.33.65,Vilnius,Lithuania,39,504,282300,Health and Medical Websites
netflix.com,456.959247589111,36.7233753204346,902,18.3616876602173,4762,3887,482229,45.82.33.65,Vilnius,Lithuania,73,2834,4893838,Entertainment Websites
indeed.com,78.6316394805908,38.2814407348633,218,19.1407203674316,4409,1163,219305,45.82.33.65,Vilnius,Lithuania,180,4890,8150126,Other
thefreedictionary.com,451.965808868408,54.6889305114746,177,27.3444652557373,5530,1086,192182,45.82.33.65,Vilnius,Lithuania,0,8884,11313678,Educational Websites
xvideos.com,214.375257492065,46.7722415924072,204,23.3861207962036,2069,1452,133338,45.82.33.65,Vilnius,Lithuania,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
spotify.com,124.932527542114,43.0562496185303,128,21.5281248092651,3004,1644,90115,45.82.33.65,Vilnius,Lithuania,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Entertainment Websites
livescore.com,131.33692741394,38.8190746307373,60,19.4095373153687,1698,718,221691,45.82.33.65,Vilnius,Lithuania,0,489,1056096,Other
ebay.com,454.978466033936,36.5035533905029,366,18.2517766952515,2156,1125,314116,45.82.33.65,Vilnius,Lithuania,0,131,341434,E-commerce Platforms
pornhub.com,140.69390296936,36.3094806671143,350,18.1547403335571,3218,1267,672077,45.82.33.65,Vilnius,Lithuania,0,1839,5681846,Other
ytmp3.cc,693.195343017578,64.5174980163574,388,32.2587490081787,5359,4114,165109,45.82.33.65,Vilnius,Lithuania,58,3358,7766136,Other
samsung.com,,,,,,,,45.82.33.65,Vilnius,Lithuania,,,,Other
nih.gov,524.07693862915,38.9668941497803,171,19.4834470748901,2500,899,81225,45.82.33.65,Vilnius,Lithuania,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Health and Medical Websites
tiktok.com,96.6382026672363,36.9167327880859,1656,18.458366394043,3845,2511,741819,45.82.33.65,Vilnius,Lithuania,152,4220,1950196,Other
steampowered.com,143.169403076172,41.085958480835,71,20.5429792404175,1480,959,508688,45.82.33.65,Vilnius,Lithuania,0,318,11154,Other
investopedia.com,128.877639770508,40.8759117126465,6244,20.4379558563232,6419,6411,147,45.82.33.65,Vilnius,Lithuania,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Financial Websites
cdc.gov,660.234928131104,39.0863418579102,50,19.5431709289551,787,608,236830,45.82.33.65,Vilnius,Lithuania,39,233,52858,Health and Medical Websites
nordstrom.com,119.709730148315,37.8615856170654,241,18.9307928085327,600,600,210400,45.82.33.65,Vilnius,Lithuania,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms
blog.google,132.856845855713,38.5122299194336,229,19.2561149597168,2860,1017,310881,45.82.33.65,Vilnius,Lithuania,852,14154,22267769,Other
