,Unnamed: 0.1,Unnamed: 0,Website,Connection Establishment Time,RTT,Initial Response,Latency,Page Load Time,Dependency Load Time,Page Size,IP,City,Country,WASM RTT,WASM Durations,WASM Sizes,Website Type
2769,2799,2976,pexels.com,92.3991203308106,41.8531894683838,80.0,20.9265947341919,1412.0,1044.0,140830.0,196.240.54.53,Riga,Latvia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
2770,2800,2977,poki.com,88.4885787963867,41.8679714202881,101.0,20.933985710144,17192.0,481.0,279293.0,196.240.54.53,Riga,Latvia,6615,48489,12458943,Gaming Websites
2771,2801,2978,caranddriver.com,107.048988342285,42.5622463226318,49.0,21.2811231613159,1217.0,694.0,457783.0,196.240.54.53,Riga,Latvia,106,1020,1589935,Other
2772,2802,2979,github.com,149.241209030151,45.3305244445801,81.0,22.66526222229,1227.0,1052.0,234645.0,196.240.54.53,Riga,Latvia,41,296,70279,Other
2773,2803,2980,hotels.com,134.482622146606,47.4741458892822,633.0,23.7370729446411,12936.0,12045.0,904629.0,196.240.54.53,Riga,Latvia,326,1597,158797,Other
2774,2804,2981,globo.com,537.071466445923,50.4162311553955,290.0,25.2081155776978,16165.0,3924.0,1039810.0,196.240.54.53,Riga,Latvia,42,7007,19704175,Other
2775,2805,2982,theguardian.com,105.656862258911,41.7096614837647,51.0,20.8548307418823,10890.0,558.0,1250066.0,196.240.54.53,Riga,Latvia,462,16432,3885370,News Websites
2776,2806,2984,wellsfargo.com,169.211149215698,52.1113872528076,75.0,26.0556936264038,2133.0,1183.0,131933.0,196.240.54.53,Riga,Latvia,0,569,2369161,Other
2777,2807,2985,expedia.com,116.222620010376,41.5966510772705,681.0,20.7983255386353,9922.0,2848.0,1383344.0,196.240.54.53,Riga,Latvia,43,9112,18538233,Other
2778,2808,2986,realtor.com,624.990701675415,43.3475971221924,631.0,21.6737985610962,19194.0,1546.0,952580.0,196.240.54.53,Riga,Latvia,323,511506,80448854,Other
2779,2809,2987,crazygames.com,92.0698642730713,41.5232181549072,63.0,20.7616090774536,10725.0,786.0,667558.0,196.240.54.53,Riga,Latvia,2570,17159,13136053,Gaming Websites
2780,2810,2988,digitaltrends.com,116.563558578491,42.2990322113037,54.0,21.1495161056519,6535.0,3879.0,659076.0,196.240.54.53,Riga,Latvia,43,10186,10419440,Other
2781,2811,2989,nba.com,408.447504043579,42.5882339477539,798.0,21.294116973877,4269.0,1992.0,488511.0,196.240.54.53,Riga,Latvia,47,448,192898,Other
2782,2812,2990,nintendo.com,564.14008140564,42.3035621643066,50.0,21.1517810821533,2623.0,1434.0,768578.0,196.240.54.53,Riga,Latvia,44,554,326883,Gaming Websites
2783,2813,2991,akc.org,158.613920211792,41.9926643371582,58.0,20.9963321685791,10737.0,538.0,599935.0,196.240.54.53,Riga,Latvia,43,37829,48119824,Other
2784,2814,2992,fast.com,246.071100234985,42.7534580230713,77.0,21.3767290115356,3364.0,1695.0,25627.0,196.240.54.53,Riga,Latvia,88,3981,13767599,Other
2785,2815,2993,decathlon.com,127.358198165894,45.9234714508057,85.0,22.9617357254028,6274.0,1442.0,1197068.0,196.240.54.53,Riga,Latvia,42,21170,25290568,Other
2786,2816,2995,stackoverflow.com,156.735897064209,41.3191318511963,168.0,20.6595659255981,1109.0,900.0,175990.0,196.240.54.53,Riga,Latvia,616,3799,2016187,Other
2787,2817,2996,calculator.net,437.138795852661,50.4069328308106,147.0,25.2034664154053,2856.0,2509.0,11466.0,196.240.54.53,Riga,Latvia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
2788,2818,2998,www2.hm.com,150.209903717041,43.5459613800049,131.0,21.7729806900024,2482.0,1266.0,1516569.0,196.240.54.53,Riga,Latvia,42,593,362846,Other
2789,2819,2999,grubhub.com,110.854625701904,42.4489974975586,50.0,21.2244987487793,991.0,360.0,2701.0,196.240.54.53,Riga,Latvia,40,298,78105,Other
2790,2820,3000,google.com,136.026382446289,39.4470691680908,164.0,19.7235345840454,2386.0,892.0,194691.0,45.82.33.65,Vilnius,Lithuania,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
2791,2821,3001,facebook.com,111.698627471924,37.2292995452881,314.0,18.614649772644,1947.0,1570.0,132626.0,45.82.33.65,Vilnius,Lithuania,36,4781,27639009,Social Media Sites
2792,2822,3002,amazon.com,507.285833358765,50.2007007598877,239.0,25.1003503799438,1994.0,1229.0,853380.0,45.82.33.65,Vilnius,Lithuania,37,333,158204,E-commerce Platforms
2793,2823,3003,imdb.com,489.167451858521,36.5111827850342,1272.0,18.2555913925171,4125.0,2305.0,695637.0,45.82.33.65,Vilnius,Lithuania,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Entertainment Websites
2794,2824,3004,apple.com,111.871242523193,311.215877532959,75.0,155.60793876648,2529.0,745.0,255296.0,45.82.33.65,Vilnius,Lithuania,193,1259,200249,Other
2795,2825,3005,merriam-webster.com,100.122451782227,39.313793182373,63.0,19.6568965911865,2655.0,565.0,266181.0,45.82.33.65,Vilnius,Lithuania,115,11139,11017170,Educational Websites
2796,2826,3006,pinterest.com,113.182306289673,35.6137752532959,295.0,17.806887626648,1048.0,1043.0,261156.0,45.82.33.65,Vilnius,Lithuania,65,681,62207,Social Media Sites
2797,2827,3007,yelp.com,135.297298431396,36.0760688781738,999.0,18.0380344390869,3392.0,3271.0,112026.0,45.82.33.65,Vilnius,Lithuania,0,266,305220,Other
2798,2828,3008,tripadvisor.com,,,,,,,,45.82.33.65,Vilnius,Lithuania,,,,Other
2799,2829,3009,wiktionary.org,132.575273513794,36.0939502716064,95.0,18.0469751358032,499.0,498.0,61262.0,45.82.33.65,Vilnius,Lithuania,38,244,49888,Other
2800,2830,3010,dictionary.com,180.236101150513,36.4022254943848,55.0,18.2011127471924,2306.0,805.0,206345.0,45.82.33.65,Vilnius,Lithuania,77,3920,5209657,Educational Websites
2801,2831,3011,yahoo.com,387.001037597656,36.2229347229004,149.0,18.1114673614502,1851.0,1744.0,44854.0,45.82.33.65,Vilnius,Lithuania,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
2802,2832,3012,cambridge.org,125.083208084106,36.0805988311768,178.0,18.0402994155884,1582.0,891.0,286057.0,45.82.33.65,Vilnius,Lithuania,0,209,293293,Educational Websites
2803,2833,3013,britannica.com,499.677658081055,35.3624820709229,687.0,17.6812410354614,5620.0,1255.0,153421.0,45.82.33.65,Vilnius,Lithuania,73,8738,14941037,Educational Websites
2804,2834,3014,weather.com,107.6500415802,43.3781147003174,106.0,21.6890573501587,1589.0,756.0,779250.0,45.82.33.65,Vilnius,Lithuania,108,1712,2176718,Other
2806,2836,3016,walmart.com,89.1396999359131,36.7231369018555,243.0,18.3615684509277,2490.0,472.0,183489.0,45.82.33.65,Vilnius,Lithuania,0,384,1342248,E-commerce Platforms
2807,2837,3017,espn.com,97.5852012634277,37.2333526611328,416.0,18.6166763305664,6611.0,2838.0,1278270.0,45.82.33.65,Vilnius,Lithuania,0,2588,12088474,Other
2808,2838,3018,linkedin.com,146.069049835205,43.3251857757568,257.0,21.6625928878784,1092.0,589.0,145328.0,45.82.33.65,Vilnius,Lithuania,0,540,3132834,Social Media Sites
2809,2839,3019,homedepot.com,153.278112411499,36.3814830780029,60.0,18.1907415390015,324.0,320.0,227.0,45.82.33.65,Vilnius,Lithuania,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
2810,2840,3020,espncricinfo.com,862.839937210083,39.7918224334717,64.0,19.8959112167358,2604.0,1446.0,538716.0,45.82.33.65,Vilnius,Lithuania,35,1129,1374309,Other
2811,2841,3021,craigslist.org,511.828660964966,72.6263523101807,170.0,36.3131761550903,3592.0,1469.0,51071.0,45.82.33.65,Vilnius,Lithuania,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
2812,2842,3022,xnxx.com,204.052925109863,39.231538772583,132.0,19.6157693862915,1662.0,1074.0,208043.0,45.82.33.65,Vilnius,Lithuania,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
2813,2843,3023,gsmarena.com,135.340213775635,36.1461639404297,62.0,18.0730819702148,1379.0,874.0,64256.0,45.82.33.65,Vilnius,Lithuania,0,454,1510139,Other
2814,2844,3024,mayoclinic.org,545.748949050903,37.2679233551025,205.0,18.6339616775513,7203.0,1017.0,557843.0,45.82.33.65,Vilnius,Lithuania,137,5273,12000442,Health and Medical Websites
2815,2845,3025,cricbuzz.com,396.363496780396,36.5042686462402,61.0,18.2521343231201,2178.0,317.0,137470.0,45.82.33.65,Vilnius,Lithuania,128,5294,13912405,Other
2816,2846,3026,timeanddate.com,335.310697555542,36.80419921875,120.0,18.402099609375,1885.0,623.0,67957.0,45.82.33.65,Vilnius,Lithuania,51,2276,2405690,Other
2817,2847,3027,webmd.com,446.552753448486,37.9993915557861,211.0,18.9996957778931,2018.0,1112.0,292661.0,45.82.33.65,Vilnius,Lithuania,74,758,370562,Health and Medical Websites
2818,2848,3028,thesaurus.com,176.496982574463,35.9954833984375,52.0,17.9977416992188,1904.0,744.0,203224.0,45.82.33.65,Vilnius,Lithuania,308,4147,5381873,Other
2819,2849,3029,whatsapp.com,190.729141235352,47.4648475646973,637.0,23.7324237823486,1867.0,1588.0,279515.0,45.82.33.65,Vilnius,Lithuania,115,1464,7827227,Other
2820,2850,3030,rottentomatoes.com,124.97615814209,36.7579460144043,77.0,18.3789730072021,3588.0,2054.0,394234.0,45.82.33.65,Vilnius,Lithuania,73,3510,1753153,Entertainment Websites
2821,2851,3031,bbc.com,117.696046829224,37.3513698577881,59.0,18.675684928894,2037.0,1206.0,230178.0,45.82.33.65,Vilnius,Lithuania,116,730,140023,News Websites
2822,2852,3032,bestbuy.com,114.599943161011,37.7473831176758,57.0,18.8736915588379,274.0,273.0,221.0,45.82.33.65,Vilnius,Lithuania,50,210,24976,E-commerce Platforms
2823,2853,3033,healthline.com,98.3412265777588,36.3988876342773,663.0,18.1994438171387,2995.0,1222.0,187657.0,45.82.33.65,Vilnius,Lithuania,39,504,282300,Health and Medical Websites
2824,2854,3034,netflix.com,456.959247589111,36.7233753204346,902.0,18.3616876602173,4762.0,3887.0,482229.0,45.82.33.65,Vilnius,Lithuania,73,2834,4893838,Entertainment Websites
2825,2855,3035,indeed.com,78.6316394805908,38.2814407348633,218.0,19.1407203674316,4409.0,1163.0,219305.0,45.82.33.65,Vilnius,Lithuania,180,4890,8150126,Other
2826,2856,3036,thefreedictionary.com,451.965808868408,54.6889305114746,177.0,27.3444652557373,5530.0,1086.0,192182.0,45.82.33.65,Vilnius,Lithuania,0,8884,11313678,Educational Websites
2827,2857,3037,xvideos.com,214.375257492065,46.7722415924072,204.0,23.3861207962036,2069.0,1452.0,133338.0,45.82.33.65,Vilnius,Lithuania,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
2828,2858,3038,spotify.com,124.932527542114,43.0562496185303,128.0,21.5281248092651,3004.0,1644.0,90115.0,45.82.33.65,Vilnius,Lithuania,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Entertainment Websites
2829,2859,3039,livescore.com,131.33692741394,38.8190746307373,60.0,19.4095373153687,1698.0,718.0,221691.0,45.82.33.65,Vilnius,Lithuania,0,489,1056096,Other
2830,2860,3040,ebay.com,454.978466033936,36.5035533905029,366.0,18.2517766952515,2156.0,1125.0,314116.0,45.82.33.65,Vilnius,Lithuania,0,131,341434,E-commerce Platforms
2831,2861,3041,pornhub.com,140.69390296936,36.3094806671143,350.0,18.1547403335571,3218.0,1267.0,672077.0,45.82.33.65,Vilnius,Lithuania,0,1839,5681846,Other
2832,2862,3042,ytmp3.cc,693.195343017578,64.5174980163574,388.0,32.2587490081787,5359.0,4114.0,165109.0,45.82.33.65,Vilnius,Lithuania,58,3358,7766136,Other
2833,2863,3044,nih.gov,524.07693862915,38.9668941497803,171.0,19.4834470748901,2500.0,899.0,81225.0,45.82.33.65,Vilnius,Lithuania,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Health and Medical Websites
2834,2864,3045,tiktok.com,96.6382026672363,36.9167327880859,1656.0,18.458366394043,3845.0,2511.0,741819.0,45.82.33.65,Vilnius,Lithuania,152,4220,1950196,Other
2835,2865,3046,steampowered.com,143.169403076172,41.085958480835,71.0,20.5429792404175,1480.0,959.0,508688.0,45.82.33.65,Vilnius,Lithuania,0,318,11154,Other
2836,2866,3047,investopedia.com,128.877639770508,40.8759117126465,6244.0,20.4379558563232,6419.0,6411.0,147.0,45.82.33.65,Vilnius,Lithuania,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Financial Websites
2837,2867,3048,cdc.gov,660.234928131104,39.0863418579102,50.0,19.5431709289551,787.0,608.0,236830.0,45.82.33.65,Vilnius,Lithuania,39,233,52858,Health and Medical Websites
2838,2868,3049,nordstrom.com,119.709730148315,37.8615856170654,241.0,18.9307928085327,600.0,600.0,210400.0,45.82.33.65,Vilnius,Lithuania,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms
2839,2869,3050,blog.google,132.856845855713,38.5122299194336,229.0,19.2561149597168,2860.0,1017.0,310881.0,45.82.33.65,Vilnius,Lithuania,852,14154,22267769,Other
2840,2870,3051,cnbc.com,392.570972442627,36.1626148223877,235.0,18.0813074111938,1204.0,696.0,2312312.0,45.82.33.65,Vilnius,Lithuania,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",News Websites
2841,2871,3052,indiatimes.com,100.94141960144,39.5200252532959,59.0,19.760012626648,5347.0,441.0,823493.0,45.82.33.65,Vilnius,Lithuania,382,30680,40620432,Other
2842,2872,3053,roblox.com,311.706781387329,39.5715236663818,221.0,19.7857618331909,2221.0,1717.0,98332.0,45.82.33.65,Vilnius,Lithuania,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Gaming Websites
2843,2873,3054,flashscore.com,126.395463943481,36.2586975097656,67.0,18.1293487548828,1046.0,784.0,298162.0,45.82.33.65,Vilnius,Lithuania,114,711,303189,Other
2844,2874,3055,thepiratebay.org,83.803653717041,35.9551906585693,934.0,17.9775953292847,2099.0,1964.0,4890.0,45.82.33.65,Vilnius,Lithuania,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
2845,2875,3056,adobe.com,108.793258666992,54.7659397125244,52.0,27.3829698562622,1510.0,971.0,318072.0,45.82.33.65,Vilnius,Lithuania,99,544,220987,Other
2846,2876,3057,speedtest.net,176.868200302124,36.992073059082,198.0,18.496036529541,2057.0,788.0,153512.0,45.82.33.65,Vilnius,Lithuania,0,1084,2107865,Other
2847,2877,3058,ssyoutube.com,79.3144702911377,39.3223762512207,117.0,19.6611881256104,1446.0,735.0,30024.0,45.82.33.65,Vilnius,Lithuania,111,2026,4641151,Other
2848,2878,3059,unsplash.com,163.624286651611,36.3342761993408,54.0,18.1671380996704,2336.0,1001.0,388540.0,45.82.33.65,Vilnius,Lithuania,38,1064,3022046,Other
2849,2879,3060,lowes.com,,,,,,,,45.82.33.65,Vilnius,Lithuania,,,,Other
2850,2880,3061,vocabulary.com,85.6385231018066,38.0690097808838,549.0,19.0345048904419,2545.0,1987.0,44538.0,45.82.33.65,Vilnius,Lithuania,0,1884,5978904,Other
2851,2881,3062,mcdonalds.com,331.887006759644,38.8038158416748,66.0,19.4019079208374,2007.0,1263.0,265420.0,45.82.33.65,Vilnius,Lithuania,268,2276,3377752,Other
2852,2882,3063,deepl.com,148.380041122437,35.9055995941162,109.0,17.9527997970581,1383.0,1060.0,228039.0,45.82.33.65,Vilnius,Lithuania,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
2853,2883,3065,bloomberg.com,302.072048187256,36.3733768463135,153.0,18.1866884231567,8253.0,1476.0,657483.0,45.82.33.65,Vilnius,Lithuania,119,1580,2895112,Financial Websites
2854,2884,3066,forbes.com,197.302103042603,37.0233058929443,56.0,18.5116529464722,1650.0,884.0,596234.0,45.82.33.65,Vilnius,Lithuania,50,208,15160,Financial Websites
2855,2885,3067,booking.com,109.513521194458,37.3525619506836,346.0,18.6762809753418,1606.0,1446.0,567999.0,45.82.33.65,Vilnius,Lithuania,0,262,305220,Other
2856,2886,3068,xhamster.com,88.5939598083496,37.3103618621826,441.0,18.6551809310913,3101.0,1814.0,328000.0,45.82.33.65,Vilnius,Lithuania,0,1592,4499591,Other
2857,2887,3069,xe.com,99.6146202087402,38.0055904388428,58.0,19.0027952194214,1407.0,1018.0,445283.0,45.82.33.65,Vilnius,Lithuania,37,555,1602828,Other
2858,2888,3071,coinmarketcap.com,92.4651622772217,36.4906787872314,60.0,18.2453393936157,1420.0,1009.0,274378.0,45.82.33.65,Vilnius,Lithuania,88,911,1703678,Financial Websites
2859,2889,3072,spanishdict.com,321.11382484436,38.3844375610352,190.0,19.1922187805176,1456.0,413.0,218646.0,45.82.33.65,Vilnius,Lithuania,37,1601,1517591,Other
2860,2890,3073,goodhousekeeping.com,111.26708984375,36.53883934021,57.0,18.269419670105,1097.0,610.0,421742.0,45.82.33.65,Vilnius,Lithuania,51,1075,1895149,Other
2861,2891,3074,dominos.com,97.4578857421875,39.0582084655762,276.0,19.5291042327881,2675.0,441.0,47710.0,45.82.33.65,Vilnius,Lithuania,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
2862,2893,3076,pexels.com,83.2839012145996,36.6542339324951,91.0,18.3271169662476,1148.0,873.0,140829.0,45.82.33.65,Vilnius,Lithuania,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
2863,2894,3077,poki.com,104.214668273926,58.6545467376709,78.0,29.3272733688354,1490.0,536.0,276820.0,45.82.33.65,Vilnius,Lithuania,340,2121,802372,Gaming Websites
2864,2895,3078,caranddriver.com,119.165897369385,36.4155769348145,61.0,18.2077884674072,1154.0,733.0,457783.0,45.82.33.65,Vilnius,Lithuania,83,827,1589935,Other
2865,2896,3079,github.com,134.202003479004,36.3390445709229,68.0,18.1695222854614,1163.0,1004.0,234633.0,45.82.33.65,Vilnius,Lithuania,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
2866,2897,3080,hotels.com,133.747339248657,37.3263359069824,485.0,18.6631679534912,3024.0,2261.0,900674.0,45.82.33.65,Vilnius,Lithuania,217,1621,269306,Other
2867,2898,3081,globo.com,557.923078536987,37.0721817016602,297.0,18.5360908508301,13119.0,4876.0,1043038.0,45.82.33.65,Vilnius,Lithuania,35,8554,18803577,Other
2868,2899,3082,theguardian.com,109.050512313843,36.9772911071777,59.0,18.4886455535889,1523.0,476.0,1239309.0,45.82.33.65,Vilnius,Lithuania,3173,20435,3644800,News Websites
2869,2900,3084,wellsfargo.com,96.238374710083,46.3943481445313,40.0,23.1971740722656,1575.0,890.0,131764.0,45.82.33.65,Vilnius,Lithuania,0,905,2369161,Other
2870,2901,3085,expedia.com,149.369955062866,35.6607437133789,1545.0,17.8303718566895,8846.0,3305.0,1403816.0,45.82.33.65,Vilnius,Lithuania,47,5071,14952798,Other
2871,2902,3086,realtor.com,638.559341430664,35.888671875,609.0,17.9443359375,19422.0,1339.0,952876.0,45.82.33.65,Vilnius,Lithuania,75,36238,40016537,Other
2872,2903,3087,crazygames.com,82.2508335113525,37.8522872924805,53.0,18.9261436462402,2832.0,755.0,667181.0,45.82.33.65,Vilnius,Lithuania,306,2835,4294900,Gaming Websites
2873,2904,3088,digitaltrends.com,134.515523910522,38.1896495819092,1124.0,19.0948247909546,5725.0,1929.0,659162.0,45.82.33.65,Vilnius,Lithuania,113,8749,18099170,Other
2874,2905,3089,nba.com,426.730155944824,36.0076427459717,605.0,18.0038213729858,11554.0,1294.0,647282.0,45.82.33.65,Vilnius,Lithuania,3819,9840,5020859,Other
2875,2906,3090,nintendo.com,615.529775619507,37.4686717987061,59.0,18.734335899353,1445.0,998.0,766722.0,45.82.33.65,Vilnius,Lithuania,74,835,449103,Gaming Websites
2876,2907,3091,akc.org,196.729421615601,37.3499393463135,56.0,18.6749696731567,8011.0,480.0,600761.0,45.82.33.65,Vilnius,Lithuania,0,34500,47416948,Other
2877,2908,3092,fast.com,144.635915756226,37.2111797332764,52.0,18.6055898666382,1429.0,1392.0,25627.0,45.82.33.65,Vilnius,Lithuania,40,947,4587843,Other
2878,2909,3093,decathlon.com,84.392786026001,51.0032176971436,44.0,25.5016088485718,5072.0,1226.0,1190177.0,45.82.33.65,Vilnius,Lithuania,36,6616,19897861,Other
2879,2910,3095,stackoverflow.com,168.280601501465,36.8387699127197,165.0,18.4193849563599,1015.0,869.0,175999.0,45.82.33.65,Vilnius,Lithuania,629,3777,2124247,Other
2880,2911,3096,calculator.net,436.028242111206,36.9083881378174,149.0,18.4541940689087,1343.0,903.0,11466.0,45.82.33.65,Vilnius,Lithuania,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
2881,2912,3098,www2.hm.com,134.577035903931,52.1962642669678,105.0,26.0981321334839,1652.0,1038.0,1102731.0,45.82.33.65,Vilnius,Lithuania,50,449,362846,Other
2882,2913,3099,grubhub.com,111.759424209595,37.6303195953369,55.0,18.8151597976685,970.0,328.0,2701.0,45.82.33.65,Vilnius,Lithuania,36,280,78105,Other
2883,2914,3100,google.com,96.8630313873291,20.9643840789795,165.0,10.4821920394897,2112.0,753.0,196213.0,194.110.85.37,Cruchten,Luxembourg,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
2884,2915,3101,facebook.com,51.372766494751,18.7020301818848,114.0,9.35101509094238,1783.0,1497.0,132680.0,194.110.85.37,Cruchten,Luxembourg,20,8839,49750126,Social Media Sites
2885,2916,3102,amazon.com,343.66774559021,18.9211368560791,252.0,9.46056842803955,1138.0,639.0,202376.0,194.110.85.37,Cruchten,Luxembourg,26,285,158204,E-commerce Platforms
2886,2917,3103,imdb.com,359.821796417236,36.7918014526367,1529.0,18.3959007263184,3481.0,2371.0,689698.0,194.110.85.37,Cruchten,Luxembourg,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Entertainment Websites
2887,2918,3104,apple.com,92.1173095703125,24.6913433074951,42.0,12.3456716537476,1002.0,428.0,257260.0,194.110.85.37,Cruchten,Luxembourg,144,568,200249,Other
2888,2919,3105,merriam-webster.com,52.7753829956055,19.0017223358154,26.0,9.50086116790772,4548.0,389.0,266486.0,194.110.85.37,Cruchten,Luxembourg,79,12785,11289544,Educational Websites
2889,2920,3106,pinterest.com,52.9303550720215,18.4040069580078,227.0,9.20200347900391,799.0,792.0,260591.0,194.110.85.37,Cruchten,Luxembourg,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Social Media Sites
2890,2921,3107,yelp.com,63.9979839324951,40.6785011291504,955.0,20.3392505645752,2510.0,2279.0,110623.0,194.110.85.37,Cruchten,Luxembourg,0,1440,369156,Other
2891,2922,3108,tripadvisor.com,,,,,,,,194.110.85.37,Cruchten,Luxembourg,,,,Other
2892,2923,3109,wiktionary.org,56.0009479522705,21.2633609771729,52.0,10.6316804885864,364.0,356.0,61262.0,194.110.85.37,Cruchten,Luxembourg,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
2893,2924,3110,dictionary.com,91.3763046264648,18.5160636901855,24.0,9.25803184509277,1374.0,456.0,205916.0,194.110.85.37,Cruchten,Luxembourg,19,2166,5498602,Educational Websites
2894,2925,3111,yahoo.com,433.973550796509,19.4880962371826,75.0,9.74404811859131,1271.0,1202.0,44444.0,194.110.85.37,Cruchten,Luxembourg,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
2895,2926,3112,cambridge.org,59.9274635314941,18.8024044036865,164.0,9.40120220184326,1216.0,803.0,285845.0,194.110.85.37,Cruchten,Luxembourg,0,118,293293,Educational Websites
2896,2927,3113,britannica.com,386.200189590454,19.3085670471191,544.0,9.65428352355957,4505.0,939.0,153408.0,194.110.85.37,Cruchten,Luxembourg,39,4916,15478579,Educational Websites
2897,2928,3114,weather.com,60.0621700286865,18.5656547546387,1097.0,9.28282737731934,2074.0,1440.0,736091.0,194.110.85.37,Cruchten,Luxembourg,19,239,768113,Other
2899,2930,3116,walmart.com,52.3138046264648,18.1820392608643,59.0,9.09101963043213,5446.0,261.0,183490.0,194.110.85.37,Cruchten,Luxembourg,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms
2900,2931,3117,espn.com,50.3072738647461,18.6853408813477,337.0,9.34267044067383,2762.0,2180.0,1102597.0,194.110.85.37,Cruchten,Luxembourg,0,253,1342251,Other
2901,2932,3118,linkedin.com,85.0837230682373,23.693323135376,207.0,11.846661567688,343.0,340.0,805.0,194.110.85.37,Cruchten,Luxembourg,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Social Media Sites
2902,2933,3119,homedepot.com,59.1003894805908,19.0765857696533,77.0,9.53829288482666,214.0,213.0,227.0,194.110.85.37,Cruchten,Luxembourg,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
2903,2934,3120,espncricinfo.com,719.1481590271,18.9006328582764,28.0,9.45031642913818,1456.0,973.0,538488.0,194.110.85.37,Cruchten,Luxembourg,38,611,1151973,Other
2904,2935,3121,craigslist.org,364.908456802368,27.1761417388916,118.0,13.5880708694458,1929.0,1021.0,55015.0,194.110.85.37,Cruchten,Luxembourg,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
2905,2936,3122,xnxx.com,85.1750373840332,21.7785835266113,94.0,10.8892917633057,1203.0,876.0,207031.0,194.110.85.37,Cruchten,Luxembourg,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
2906,2937,3123,gsmarena.com,82.0810794830322,20.6396579742432,34.0,10.3198289871216,3102.0,1033.0,71381.0,194.110.85.37,Cruchten,Luxembourg,0,2408,2566235,Other
2907,2938,3124,mayoclinic.org,434.208154678345,66.4079189300537,201.0,33.2039594650269,7999.0,1635.0,557843.0,194.110.85.37,Cruchten,Luxembourg,0,5069,10824854,Health and Medical Websites
2908,2939,3125,cricbuzz.com,416.384935379028,18.9106464385986,86.0,9.45532321929932,11834.0,218.0,140667.0,194.110.85.37,Cruchten,Luxembourg,20,51101,33658603,Other
2909,2940,3126,timeanddate.com,217.82922744751,18.7177658081055,46.0,9.35888290405273,953.0,361.0,65758.0,194.110.85.37,Cruchten,Luxembourg,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
2910,2941,3127,webmd.com,382.535696029663,18.8584327697754,330.0,9.4292163848877,1285.0,900.0,291018.0,194.110.85.37,Cruchten,Luxembourg,19,273,357522,Health and Medical Websites
